researchlogid	government	researchlogtype	researchlogdate	researchlogvolumefrom	researchlogfrom	researchlogvolumeto	researchlogto	researchlogismissing	researchlognotes	researchlogdisposition	event
322	2297	109	2014-05-05	49		49		f			\N
323	2297	109	2014-04-10	59		59		f	Verified covers same session as Miscellaneous Docket 1942-1950.		\N
324	2297	109	2014-04-10	50		51		f			\N
325	2297	67	2014-04-10	1	1950	4	1980s	f			\N
326	2297	67	2014-04-10	1942-1950	1942	1942-1950	1950	f			\N
329	2297	104	2016-05-07	3	1862	9	2007	f			\N
330	2297	106	2016-05-07	1849	1849	1858	1858	f	Files: ZAAAAAW2, ZAAAAAW4, ZAAAAAW5, ZAAAAAW6, ZAAAAAW7, ZAAAAAW8, ZAAAAAW9, ZAAAAAXD, ZAAAAAXE, ZAAAAAXF, ZAAAAAXG, ZAAAAAXH, ZAAAAAXK, ZAAAAAXL, ZAAAAAXM, ZAAAAAXN, ZAAAAAXP, ZAAAAAXQ, ZAAAAAXT, ZAAAAAXU, ZAAAAAXV, ZAAAAAYM, ZAAAAAYN, ZAAAAB5U, ZAAAAB5V, ZAAAACF9		\N
332	2297	109	2017-02-20	3	1848	11	1895	f	Went through Book 3 (1848-1858) page by page.		\N
334	2297	110	2016-05-12	12	1895	15	1904	f	Did not look at unnumbered docket from 1898.		\N
335	2297	79	2015-06-20					f	"Petitions to the Board of Elections, if on file with the Board of Elections, relating to a referendum held on or about November 3, 1970, to annex territory from Barr Township to the former Borough of Barnesboro; and relating to a referendum held on or about November 5, 1974, to annex territory from Barr Township to the former Borough of Spangler. ALSO, if not attached to the petitions but on file with the Board of Elections, any legal/deed descriptions and maps/plans/surveys relating to the referendums. ALSO, any returns of election, including a copy of the page with the final certification date, relating to the referendums."		\N
336	2297	109	2015-07-24	District 1	1869	District 1	1875	f			\N
337	2297	102	2015-07-24	District 1	1869	District 1	1874	f			\N
338	2297	56	2015-07-24					f			\N
339	2297	109	2015-07-24	23	1912	42	1927	f	I did not see any boundary actions for Lilly or Washington in Dockets 32 or 33. Went through Docket 31 page by page, since indexes for N-Z missing. For Docket 23, only had time to type in case numbers.		\N
340	2297	102	2016-05-12	9, p. 359	2009	9, p. 368	2013	f	Several pages are filled out in the books that are not online. It appears they may be still keeping the Road Dockets in paper. It also sounds like they have not had a road filing in several years.		\N
341	2298	72	2016-05-18	A		A		f	Briefly checked "Appearance Docket Index" to see if it has Emporium incorporation -- did not find.		\N
343	2298	109	2016-05-18	A	form	S	1986	f	Dockets R and S (1977-1986) appear to be entirely criminal. Docket Q (1972-1977) has only a handful of miscellaneous cases. Went through Dockets A-C (through 1886) page-by-page. Double checked for Emporium incorporation, and did not find.		\N
344	2298	102	2016-05-18	A	form	C	2009	f	Went through page-by-page.		\N
346	2298	105	2016-05-18	A	1863	A	1945	f	This is labeled "Road View Docket." Went through page-by-page		\N
347	2298	89	2016-05-18	Zoning 1	1951	Zoning 1	1961	f	This appears to belong to the Recorder of Deeds. Only 33 pages are filled out, but the original ordinances are in the front of the book.		\N
349	2299	104	2015-05-04	6	1934	7	1982	f			\N
350	2299	112	2015-05-04	1930, blip 2605	1930	1930, blip 2968	1930	f			\N
351	2299	56						f			\N
352	2299	109	2015-05-04	40	1974	41	1979	f			\N
353	2299	109	2016-09-28	4	1887	7	1903	f	Went through Docket 4 page-by-page since there is no index.		\N
354	2299	67	2015-05-04	1	1979	1	1984	f			\N
355	2299	102	2015-05-04	6, p. 1	1934	6, p. 155	1944	f			\N
357	2299	13	2015-05-04	1843-1981	1843	1843-1981	1981	f	This is called the "Road, Bridges, and Municipal Index" - is the original microfilmed index in docket book form.		\N
358	2299	109		32	1950	39	1974	f	Noted in July 2013 after the fact based on saved Excel spreadsheets.		\N
359	2299	109	2015-05-04	8	1904	21	1930	f			\N
360	2299	109	2013-07-~01	24	1934	31	1949	f			\N
361	2299	109	2015-05-04	22, p. 339	1931	23	1933	f			\N
362	2299	109	2016-09-28	1	1843	3, p. 20	1876	f	Went through page-by-page, since there was no index. Stopped at blip 1216.		\N
363	2300	78	2015-05-22					f	"Certification issued by the Governor under the Great Seal of the Commonwealth reclassifying the County of Centre after the 23rd (2010) Census, pursuant to the Act of August 9, 1955 (P.L. 323, No. 130), § 211, as amended, 16 P.S. § 211. ALSO, any cover sheets or receipts evidencing the recording of the same in the Office of the Recorder of Deeds of Centre County, also pursuant to the said act and section."		\N
364	2300	106	2016-08-19	1866, January S.	1866	1866, August S.	1866	f	Did not find anything for Milesburg charter amendment.		\N
365	2300	109	2015-09-02	10	1887	10	1895	f			\N
366	2300	109	2014-03-19	9	1878	9	1887	f			\N
367	2300	102	2015-09-02	1	1867	1	1878	f	Went through page by page.		\N
368	2300	102	2015-09-02	7	1992	7	comp	f	Went through page by page.		\N
369	2300	109	2014-03-19	11	1895	19	1933	f			\N
370	2300	109	2014-03-19	24	1939	48	1969	f			\N
371	2300	94	2014-03-19					f			\N
372	2300	72	2016-08-19					f	Checked both in adsectum index and in front of Appearance Dockets, and did not find anything for Philipsburg charter or Milesburg charter amendment.		\N
374	2300	67	2014-03-19	1	1969	1	1979	f			\N
375	2300	56	2014-03-19					f			\N
376	2300	109	2015-09-02	20	1934	23	1939	f			\N
377	2300	109	2015-09-04	1	form	8	1877	f	Went through all but Docket 8 page by page. For Dockets 1-4, did not read through road petitions unless it had a caption. Also, for Docket 1, many road returns also did not have captions, but looked in that docket for headers specifying it was a township or other matter.		\N
378	2300	102	2014-03-19	2	1878	6	1991	f			\N
380	2300	106	2016-08-19	1864, August S.	1864	1865, January S.	1865	f	Did not find anything for Philipsburg charter.		\N
381	2301	104	2015-08-19	2, p. 1	1880s	2, p. 304	1980s	f	Although I did not complete going through the index, I did not see any relevant cases.		\N
382	2301	102	2016-06-22	I	1845	K	1873	f	Went through Book K (1862-1873) page by page.		\N
383	2301	56	2016-06-22					f			\N
384	2301	73	2015-08-19	1	1970	1	1990	f	I went through the index at the front to verify that I have caught all of the cases.		\N
385	2301	102	2015-08-19	G	1827	H	1845	f			\N
386	2301	102	2016-06-22	A	1724	F	1826	f	Book A is labeled as "A2." It appears there is also a Book "A1"; however, I believe "A2" is just a copy of "A1". Nothing found in Book F (1820-1826). There are some records in Book A prior to 1724.		\N
387	2301	73	2014-10-08	1, p. 1	1970	1, p. 53	1975	f			\N
389	2302	102	2014-06-12	2	1888	4	1989	f			\N
390	2302	109	2014-06-12	1841-1860	1841	1860-1877	1877	f	Went through 1841-1860 docket page by page, and nothing relevant found.		\N
391	2302	109	2014-06-12	3	1877	13	1980	f			\N
393	2302	111	2017-05-17	1861-1871	1861	1861-1871	1871	f	Checked page by page.		\N
395	2302	1	2014-06-12	1	1860s	1	unk	f			\N
396	2302	56	2014-~01-~01					f	Per memory.		\N
397	2302	102	2015-11-06	1B	1879	1B	1888	f	Checked page by page.		\N
398	2302	102	2015-11-06	1A	1840	1A	1871	f	Checked page by page.		\N
399	2302	40	2015-11-06	1	1840	1	1856	f	Checked page by page.		\N
400	2302	112	2015-11-06	1871-1874	1871	1871-1874	1874	f	Did not find case papers for Clarion Borough's surrender of special charter.		\N
403	2303	70	2014-06-13	B/C	1936	B/C	1982	f			\N
404	2303	70	2014-06-13		1804		1936	f			\N
405	2303	67	2014-06-13	1	1996	1	2003	f			\N
406	2303	35	2014-06-13	1	1968	7	1976	f	Docket 1 is a/k/a Sessions Docket 38.		\N
407	2303	109	2014-06-13	14	1908	37	1968	f			\N
408	2303	109	2014-06-13	11	1900	12	1905	f			\N
411	2303	72	2016-08-18	1942 (Osceola, Pine)	1942	1942 (Osceola, Pine)	comp	f	Did not locate anything regarding Osceola Mills name change or appointments of commissioners for Pine Township		\N
412	2303	109	2016-08-18	A	1822	1	1846	f			\N
414	2303	109	2016-08-18	3	1863	10	1900	f			\N
415	2303	70	2016-08-18	Osceola	1936	Osceola	1982	f	Did not locate anything regarding Osceola Mills name change.		\N
416	2303	66	2016-08-18	7	1944	8	1978	f			\N
417	2303	102	2016-08-18	2	1872	8	2005	f			\N
418	2303	66	2016-08-18	1	1860	2	1903	f			\N
419	2303	35	2016-08-18	8	1976	11	1979	f	Did not see any miscellaneous cases in Dockets 9 and 10.		\N
420	2303	56	2014-06-13					f	Per memory.		\N
421	2304	110	2016-07-25	A	1839	C	1874	f	Dockets A and B appear to have incomplete indexes.		\N
422	2304	72	2015-07-07	1960-1989	1960	1960-1989	1989	f	Checked the following pages (names of municipalities, plus annexation, borough, city, and township): A:111, A:113, A:116, B:111, B:114-116 (checked B:116 for Beech Creek twice), C:111-112, C:114-116, D:113, E:115, F:111, G:111, G:114, K:115, L:112-113, L:116, M:111, PQ:113, PQ:115, R:113, S:115, T:113, WZ:113, and WZ:115-116.		\N
423	2304	110	2015-07-07	1965-1977	1965	1965-1977	1977	f	Checked for names of municipalities.		\N
424	2304	66	2014-05-29	A	1860s	A	1890s	f			\N
425	2304	66	2014-05-29	H	1936	J (portion indexed in front of book)	1960s	f			\N
426	2304	104	2016-12-28	C	1865	D	1894	f			\N
427	2304	102	2016-12-28	E	1895	G	1955	f			\N
428	2304	109	2016-12-28	D	1875	E	1895	f	Nothing found in Docket D. Went through Docket D page by page.		\N
429	2304	109	2016-07-25	F	1895	I	1927	f	Nothing found in Dockets G and I. Only case found in Docket H relating to records management.		\N
430	2304	66	2016-07-25	B	1900	G	1936	f			\N
431	2304	56	2014-05-29					f			\N
432	2304	109	2015-07-07	J	1927	P	1966	f			\N
435	2304	91	2015-07-07	"Lycoming County from 1820 to 1839"	1820	"Lycoming County from 1820 to 1839"	1839	f	This is a box of papers transferred from Lycoming County to Clinton County when the latter was formed. Nothing concerning boundaries found.		\N
436	2304	91	2015-07-07	"Centre County from 1822 to 1839"	1822	"Centre County from 1822 to 1839"	1839	f	This is a box of papers transferred from Centre County to Clinton County when the latter was formed. Nothing concerning boundaries found.		\N
437	2305	109	2013-05-15	19	1952	22	1968	f	Nothing relevant. From handwritten notes not in notebook.		\N
438	2305	109	2015-04-09	23	1968	26	1975	f	Nothing relevant found in these books.		\N
439	2305	109	2016-07-18	1	1814	7	1906	f	Reviewed Docket 4 (1848-1870) page-by-page, nothing relevant found.		\N
441	2305	109	2015-04-09	8	1906	18	1952	f	Nothing relating to boundaries found in books 11-12, 14-18.		\N
443	2305	110	2015-04-09	7	1896	7	1906	f			\N
444	2305	56	2015-04-09					f			\N
445	2305	104	2013-05-15	1		6		f	From handwritten notes not in notebook.		\N
446	2306	109	2017-05-18	1852-1855	1852	1852-1855	1855	f	This is the docket that Yoset refers to as Docket 6. Checked page by page.		\N
447	2306	1	2015-07-13	A-G	form	A-G	1950	f			\N
448	2306	2	2015-07-13	A-Z	form	A-Z	1950	f			\N
449	2306	56	2015-07-13					f			\N
450	2306	17	2015-07-13	5	1944	7	1982	f			\N
451	2306	15	2015-07-13		form		1970s	f			\N
453	2306	17	2015-11-04	1	1900	4	1944	f	Nothing found in Docket 2.		\N
454	2306	79	2015-06-20					f	"Petitions to the Board of Elections, if on file with the Board of Elections, relating to a referendum held on or about April 10, 1984, to annex territory from Spring Township to the Borough of Springboro. ALSO, if not attached to the petitions but on file with the Board of Elections, any legal/deed descriptions and maps/plans/surveys relating to the referendum. ALSO, any returns of election, including a copy of the page with the final certification date, relating to the referendum."		\N
455	2306	109	2017-05-18	14	1895	14	1902	f	Checked page by page.		\N
460	2307	35	2016-06-15	74	1974	74	1976	f			\N
461	2307	102	2016-06-15	13	1961	17	1993	f	Just reviewed relevant cases per index book.		\N
462	2307	109	2016-08-01	20	1846	25	1886	f	Docket 20 had 2 indexes; however, the first index was missing letters G-K, so went through page-by-page. Docket 23 had a separate index.		\N
465	2307	78	2015-05-22					f	"Certification issued by the Governor under the Great Seal of the Commonwealth reclassifying the County of Cumberland after the 23rd (2010) Census, pursuant to the Act of August 9, 1955 (P.L. 323, No. 130), § 211, as amended, 16 P.S. § 211. ALSO, any cover sheets or receipts evidencing the recording of the same in the Office of the Recorder of Deeds of Cumberland County, also pursuant to the said act and section."		\N
466	2307	81	2013-02-07					f	"Meeting minutes for the Cumberland County Municipal Advisory Board meetings held in 2012 and 2013."		\N
467	2307	109	2013-06-~01	26	1886	26	1891	f	Per saved spreadsheet.		\N
468	2307	67	2016-06-15	1992	1992	1992	1994	f	Nothing relevant found. Cases after this computerized.		\N
469	2307	109	2013-06-~01	31	1909	35	1927	f	Per saved spreadsheet.		\N
470	2307	102	2013-06-~01	7	1924	9	1941	f	Per saved spreadsheet.		\N
471	2307	102	2013-06-~01	11	1954	12	1961	f	Per saved spreadsheet.		\N
472	2307	47	2016-06-15	2	1902	2	1912	f			\N
473	2307	109	2016-06-15	36	1927	59	1969	f	Nothing found in Dockets 40, 48-49, 52-54, 59		\N
474	2307	95	2016-06-15					f	I skimmed through at the beginning of each borough to see if any old plans recorded.		\N
475	2307	35	2016-06-15	60	1969	60	1969	f	The County Archives's inventory states only criminal cases in this docket and forward. Nothing miscellaneous found in this docket.		\N
476	2307	104	2016-06-15	1954	1954	1954	2015	f			\N
477	2307	110	2013-06-~01	27	1890	27	1896	f	Per saved spreadsheet.		\N
478	2308	63	2015-07-01	Order Book 1910-1911, p. 21 (1910-09-24)	1910	Order Book 1910-1911, p. 40 (1911-05-24)	1911	f	This is apparently the only book they have with respect to minutes for this time period. Is just a list of bills paid. Did find that they paid bill for The Star Independent on April 12, 1911, and for the Harrisburg Telegraph on May 3, 1911, regarding a proclamation for Swatara Township.		\N
479	2308	109	2015-11-07	1898	1898	1906	1906	f			\N
480	2308	109	2016-08-27	7	1833	9	1861	f	Nothing found in Dockets 7 and 8.		\N
481	2308	109	2016-08-20	10	1861	23	1891	f	Nothing found in Docket 16.		\N
482	2308	109	2015-05-02	1907	1907	1927	1927	f			\N
483	2308	56	2012-~01-~01					f			\N
485	2308	109	2016-08-20	1892	1892	1897	1897	f	Nothing found in Dockets 1894, 1896, or 1897.		\N
486	2308	67	2015-04-02	1969-1975	1969	1969-1975	1975	f	Most of this book was blank.		\N
487	2308	102	2016-08-20	C	1868	D	1932	f	Went through page-by-page. Some plans in Docket D were not microfilmed due to their size.		\N
488	2308	67	2012-05-~01	1962-1964	1962	1962-1964	1964	f	Based on e-mail and fact that book referenced in database.		\N
489	2308	109	2015-01-03	1928	1928	1933	1933	f			\N
490	2308	67	2012-05-~01	1967-1968	1967	1967-1968	1968	f	Based on e-mail and fact that book referenced in database.		\N
491	2308	67	2015-04-02	1965-1967	1965	1965-1967	1967	f			\N
492	2308	109	2013-11-~01	1934	1934	1962	1962	f	Did not see Elizabethville Ordinance 153 in the 1960 volume. I found a miscellaneous-type case from 1961, but there were none in 1962. Did not see an order creating the Miscellaneous Docket. [Note based on Excel spreadsheet.]		\N
493	2309	67	2012-03-14	X		Z		f			\N
495	2309	109	2017-06-14	4	1858	4	1869	f	Went through page by page.		\N
496	2309	67	2012-03-14	T		U		f			\N
497	2309	67	2011-11-09	E		H		f			\N
498	2309	67	2012-10-17	A11		A20		f			\N
499	2309	67	2012-10-17	A29		A32		f			\N
501	2309	67	2012-03-14	A1		A4		f			\N
502	2309	40	2012-03-14	A1		A1		f			\N
503	2309	67	2012-01-25	L		S		f			\N
504	2309	63	2012-01-25		1899		1902	f			\N
506	2309	67	2012-10-17	A22		A26		f			\N
507	2309	67	2015-06-10	A21	1950	A21	1953	f			\N
