sourcecitationnoteid	sourcecitation	sourcecitationnotegroup	sourcecitationnotetype	sourcecitationnotetext
720	361	\N	549	8. Williamsburg village, formerly in Woodbury township, incorporated as a borough since 1890.
722	362	\N	549	9. Exclusive of population of Williamsburg village.
724	363	\N	549	10. Sayre borough organized from part of Athens township since 1890.
726	364	\N	549	11. Attleboro and Langhorne Manor boroughs organized from parts of Middletown township since 1890.
728	365	\N	549	12. Part taken to form part of Tullytown borough since 1890.
730	366	\N	549	13. Part annexed to Perkasie borough since 1890.
732	367	\N	549	14. Part taken to form Silverdale borough since 1890.
734	368	\N	549	15. Included Yardley village in 1890.
736	369	\N	549	16. Exclusive of population of Yardley village.
738	370	\N	549	1. Part of East Rockhill township annexed since 1890.
740	371	\N	549	2. Richlandtown borough organized from part of Richland township since 1890.
742	372	\N	549	3. Organized from part of Hilltown township since 1890.
744	373	\N	549	4. Organized from parts of Bristol and Falls townships since 1890.
746	374	\N	549	5. Formerly in Lower Makefield township; incorporated as a borough since 1890.
748	375	\N	549	6. Harrisville borough and Mercer township (population 1,083) not separately returned in 1890.
750	376	\N	549	7. Mars and Valencia boroughs organized from parts of Adams township since 1890.
752	377	\N	549	8. Connoquenessing borough organized from part of Connoquenessing township since 1890.
754	378	\N	549	9. Formerly Centerville.
758	380	\N	549	11. Includes population (619) of Coopersdale borough, annexed to Johnstown city.
760	381	\N	549	12. Organized from part of Susquehanna township since 1890.
762	382	\N	549	13. Parts taken to form parts of Patton and Spangler boroughs since 1890.
764	383	\N	549	14. Part taken to form part of Patton borough since 1890.
766	384	\N	549	15. Part taken to form part of Daisytown borough since 1890.
768	385	\N	549	16. Organized from part of Washington township since 1890.
770	386	\N	549	17. Summerhill borough organized from part of Croyle township since 1890.
772	387	\N	549	18. Organized from parts of Conemaugh and Stonycreek townships since 1890.
774	388	\N	549	19. Organized from part of Stonycreek township since 1890.
776	389	\N	549	20. Organized from part of Upper Yoder township since 1890.
778	390	\N	549	21. Coopersdale borough and Morrellville borough, given as Morrellville village in Lower Yoder township in 1890 (population 2,827 in 1890), and part of Stonycreek township annexed since 1890.
780	391	\N	549	22. Part taken to form part of Westmont borough and part annexed to Johnstown city since 1890.
782	392	\N	549	23. Organized from parts of Carroll, Clearfield, and Elder townships since 1890.
784	393	\N	549	24. Portage village, formerly in Portage township, incorporated as a borough since 1890.
786	394	\N	549	25. Exclusive of population of Portage village.
788	395	\N	549	26. Scalp Level borough organized from part of Richland township since 1890.
790	396	\N	549	27. Organized from part of West Taylor township since 1890.
792	397	\N	549	28. Organized from parts of Carroll and Susquehanna townships since 1890.
794	398	\N	549	29. Parts taken to form Dale borough and part of Daisytown borough, and part annexed to Johnstown city, since 1890.
797	400	\N	549	4. Organized from part of Upper Darby township since 1890.
799	401	\N	549	1. Parts taken to form Barnesboro borough and part of Spangler borough since 1890.
801	402	\N	549	2. Parts taken to form Ferndale and Roxbury boroughs and part of Westmont borough since 1890.
803	403	\N	549	3. Part taken to form Cresson township since 1890.
805	404	\N	549	4. Organized from parts of Lower and Upper Yoder townships since 1890.
807	405	\N	549	5. Part taken to form Rosedale borough since 1890.
809	406	\N	549	6. Beaver Meadow borough organized from parts of Banks township since 1890.
811	407	\N	549	7. East Side borough organized from part of Kidder township since 1890.
813	408	\N	549	8. State College borough organized from part of College township since 1890.
815	409	\N	549	9. South Philipsburg borough organized from part of Rush township since 1890.
817	410	\N	549	10. Organized from part of London Grove township since 1890.
819	411	\N	549	11. Honeybrook village, formerly in Honeybrook township, incorporated as a borough in 1891.
821	412	\N	549	12. Exclusive of population of Honeybrook village.
823	413	\N	549	13. Parts taken to form Avondale and West Grove boroughs since 1890.
825	414	\N	549	1. Organized from part of London Grove township since 1890.
827	415	\N	549	2. Includes population (621) of West Clearfield borough, annexed to Clearfield borough.
829	416	\N	549	3. Irvona borough organized from part of Beccaria township since 1890.
831	417	\N	549	4. Troutville borough organized from part of Brady township since 1890.
833	418	\N	549	5. Westover borough organized from part of Chest township since 1890.
835	419	\N	549	6. West Clearfield borough annexed since 1890.
837	420	\N	549	7. Formerly Pennville.
839	421	\N	549	8. Ramey borough organized from part of Gulich township since 1890.
841	422	\N	549	10. Flemington village, formerly in Allison township, incorporated as a borough since 1890.
843	423	\N	549	11. Exclusive of population of Flemington village.
845	424	\N	549	12. Benton borough organized from part of Benton township since 1890.
849	426	\N	549	14. Catawissa village, formerly in Catawissa township, incorporated as a borough since 1890.
851	427	\N	549	15. Exclusive of population of Catawissa village.
853	428	\N	549	16. Organized from part of Locust township since 1890.
855	429	\N	549	17. Part taken to form Stillwater borough since 1890.
857	430	\N	549	1. Millville borough organized from part of Greenwood township since 1890.
859	431	\N	549	2. Part taken to form Cleveland township since 1890.
861	432	\N	549	3. Orangeville borough organized from part of Orange township since 1890.
863	433	\N	549	4. Organized from part of Fishing Creek township since 1890.
865	434	\N	549	5. Includes population (2,616) of Mead township.
867	435	\N	549	6. Formerly Cambridge.
869	436	\N	549	7. Formerly Evansburg.
871	437	\N	549	8. East and West Mead townships organized from Mead township since 1890.
873	438	\N	549	9. Includes population (1,388) of Mifflin township.
875	439	\N	549	10. Lower and Upper Mifflin townships organized from Mifflin township since 1890.
877	440	\N	549	11. Formerly in Washington township; incorporated as a borough since 1890.
879	441	\N	549	12. Part of Susquehanna township annexed since 1890.
881	442	\N	549	13. Royalton borough organized from part of Londonderry township since 1890.
883	443	\N	549	14. Organized from part of Susquehanna township since 1890.
885	444	\N	549	15. Part annexed to Harrisburg city and part taken to from Penbrook borough since 1890.
887	445	\N	549	1. Included Elizabethville village in 1890.
889	446	\N	549	2. Exclusive of population of Elizabethville village.
891	447	\N	549	3. Includes population (11,605) of Eddystone and Ridley Park boroughs and Ridley township (not separately returned in 1890) and South Chester borough (annexed to Chester city since 1890).
893	448	\N	549	5. South Chester borough (population 7,076 in 1890) annexed since 1890.
896	450	\N	549	6. Collingdale and Sharon Hill boroughs organized from parts of Darby borough since 1890.
898	451	\N	549	8. Parts taken to form Colwyn and Yeadon boroughs and part of Glenolden borough since 1890.
900	452	\N	549	9. Eddystone and Ridley Park boroughs and Ridley township (population 4,529) not separately returned in 1890.
902	453	\N	549	10. Organized from parts of Darby and Ridley townships since 1890.
904	454	\N	549	11. Formerly in Upper Darby township; incorporated as a borough since 1890.
906	455	\N	549	12. Marcus Hook borough organized from part of Lower Chichester township since 1890.
908	456	\N	549	13. Formerly in Springfield township; incorporated as a borough since 1890.
910	457	\N	549	14. Organized from part of Ridley township since 1890.
912	458	\N	549	15. Parts taken to form Norwood and Prospect Park boroughs and part of Glenolden borough since 1890.
914	459	\N	549	16. Included Morton village in 1890. Part taken to from Swarthmore borough since 1890.
916	460	\N	549	17. Exclusive of population of Morton village.
918	461	\N	549	18. Organized from part of Springfield township since 1890.
920	462	\N	549	19. Included Lansdowne village in 1890. Part taken to form Aldan borough since 1890.
922	463	\N	549	20. Exclusive of population of Lansdowne village.
924	464	\N	549	21. Johnsonburg village, formerly in Ridgway township, incorporated as a borough since 1890.
926	465	\N	549	22. Exclusive of population of Johnsonburg village.
928	466	\N	549	23. Springfield borough organized from part of Springfield township since 1890.
930	467	\N	549	24. Part taken to form Smithfield borough since 1890.
932	468	\N	549	25. Part taken to form Markleysburg borough since 1890.
934	469	\N	549	[1. Or]ganized from part of Henry Clay township since 1890.
936	470	\N	549	[2. Ohi]opyle borough organized from part of Stewart township since 1890.
938	471	\N	549	[3. Po]int Marion borough organized from part of Springhill township since [1890].
940	472	\N	549	[4. Or]ganized from part of George township since 1890.
942	473	\N	549	[5. In]cludes population of Mercersburg borough, given as independent in 1890.
944	474	\N	549	[6. In]cludes population of Orrstown borough, given as independent in 1890.
946	475	\N	549	7. Mt. Morris borough organized from part of Perry township since 1890.
948	476	\N	549	8. Spruce Creek township organized from parts of Franklin and Morris townships since 1890.
950	477	\N	549	9. Includes population (1,634) of West Indiana borough, annexed to Indiana borough.
952	478	\N	549	10. Part taken to form Glen Campbell borough since 1890.
954	479	\N	549	1. Organized from part of Banks township since 1890.
956	480	\N	549	2. West Indiana borough annexed since 1890.
958	481	\N	549	3. West Reynoldsville borough organized from part of Winslow township since 1890.
960	482	\N	549	4. Dalton borough and West Abington township organized from parts of North Abington township since 1890.
962	483	\N	549	5. Throop borough organized from part of Dickson borough since 1890.
964	484	\N	549	6. Formerly Dunning.
966	485	\N	549	7. Vandling borough organized from part of Fell township since 1890.
968	486	\N	549	8. Parts taken to form Moosic borough and part of Taylor borough since 1890.
970	487	\N	549	9. Given as Mayville in 1890.
972	488	\N	549	10. Organized from part of Lackawanna township since 1890.
974	489	\N	549	11. Organized from part of Old Forge township since 1890.
976	490	\N	549	12. Parts taken to form Old Forge borough and part of Taylor borough since 1890.
978	491	\N	549	13. Organized from parts of Lackawanna and Old Forge townships since 1890.
980	492	\N	549	14. Formerly in Ephrata township; incorporated as a borough in 1895.
982	493	\N	549	1. Christiana borough organized from part of Sadsbury township since 1890.
984	494	\N	547	In 1875, pt. to Greenwood.
986	495	\N	549	2. New Holland village, formerly in Earl township, incorporated as a borough in 1895.
988	496	\N	549	3. Exclusive of population of New Holland village.
990	497	\N	548	e. Part taken to form Bendersville borough in 1887.
992	498	\N	549	4. Quarryville borough organized from parts of East Drumore and Eden townships since 1890.
994	499	\N	549	5. Organized from part of Ephrata township since 1890.
996	500	\N	549	6. Included Akron village in 180. Part taken to form Ephrata borough since 1890.
998	501	\N	549	7. Exclusive of population of Akron village.
1000	502	\N	549	8. Includes population (1,761) of West Newcastle borough, annexed to Newcastle city.
1002	503	\N	549	9. Ellwood City borough organized from part of Wayne township since 1890.
1004	504	\N	549	10. Enon Valley borough organized from part of Little Beaver township since 1890.
1006	505	\N	549	11. Mahoningtown borough (formerly part of Taylor township) and West Newcastle borough annexed since 1890.
1008	506	\N	549	12. Part taken to form Mahoningtown borough since 1890; borough subsequently annexed to Newcastle city.
1010	507	\N	549	13. Volant borough organized from part of Washington township since 1890.
1012	508	\N	549	14. Includes population (2,679) of Londonderry township.
1014	509	\N	549	15. West Cornwall township organized from part of Cornwall township since 1890.
