metesdescriptionid	metesdescriptiontype	metesdescriptionsource	metesdescriptionbeginningpoint	metesdescriptionstateplane	metesdescriptionlongitude	metesdescriptionlatitude	metesdescriptionangle	metesdescriptionquality	metesdescriptionnotes	metesdescriptionname	event	metesdescriptionacres
223	shape	act	a white oak stump, a corner of Henry Sidwell's and John Anderson's land, near to H. Sidwell's barn	100007	-76.0234165	39.7753755	0				1130	0
224	shape	report of commissioners (recorded)	point in the centre of the Jamestown + Greenville road on the line between the lands of Thomas Moreland and heirs of William Dowling	100007	-80.4441690	41.4771553	0				1132	-1
225	shape	act	centre of the Jamestown and Greenville road, between the lands of Thomas Moorland and heirs of William Dowling	100007	0.0000000	0.0000000	0				1133	-1
226	shape	act	stone, being the north-east corner of the said borough	100007	-76.4222288	40.3313007	0				1137	0
227	whole after	act	intersection of the east side of Hanna Street with the west branch of Susquehanna river at low water mark	100007	-77.4372360	41.1312160	-4.15				1138	0
228	line after	act	Northumberland county line, at or near the house of Samuel Reader	100007	0.0000000	0.0000000	0				1145	-1
229	shape	petition (recorded)	Bank of Red Bank Creek at a pine the corner of the lots of Thomas McKelvey and Jacob Shankle	100007	-79.3364596	41.0023950	0				1148	0
230	whole after	act	a point of low water mark of the river Schuylkill, in Norriton township, in a line of lands of the Montgomery cemetery company, and the Schuylkill navigation company	100007	-75.3649248	40.1170567	-5	m	Only beginning lines contain ample information, others must be manually entered.		1150	0
231	shape	act	end of the bridge across the Juniata river	100007	-77.4011020	40.5707720	-3.75				1154	0
232	shape	petition (recorded)	point on the Bank of the Ohio River, the corner between the lands of the heirs of A. Way Decd and John H. Little	100007	-80.1932859	40.5413627	0.8				1168	0
233	line	report of commissioners (docket)	white oak tree, which they marked well, for a corner, on the east side of Sambo Creek where it intersects Brodhead's Creek on land of Franklin Starbird	100007	0.0000000	0.0000000	0				1172	-1
234	shape	petition (recorded)	heap of stones near the Rail Road Bridge	100007	-75.6175770	41.9427620	0.85				1173	0
235	line	report of commissioners (docket)	stone and fallen pine on the brow of the Pocono Mountain in (or near) Kresge's Gap, the corner of Tobyhanna and Jackson townships on the line of Chestnuthill township	100007	0.0000000	0.0000000	0			Tobyhanna-Pocono	1176	-1
236	line	report of commissioners (docket)	where the old county crosses the Easton + Belmont turnpike (between Paradise and Pocono townships)	100007	0.0000000	0.0000000	0			Tobyhanna-Coolbaugh	1176	-1
237	shape	decree (recorded)	northwest corner of the Thomas Brooks tract of land on the county line between Wayne and Susquehanna Counties in the Township of Preston	100007	0.0000000	0.0000000	0	m			1179	0
238	shape	petition	south side of the Monongahela river at the line of the Borough of South Pittsburg	100007	-80.0117964	40.4377669	-1				1182	0
239	line	act	line between Coal and Cameron townships, at a point two thousand feet westward or where the said line crosses the west bounding of a tract of land surveyed in the name of Alexander Hunter, the twenty-seventh day of October, one thousand seven hundred and ninety-four	100007	0.0000000	0.0000000	0				1185	0
240	line after	report of commissioners (docket)	chesnut tree at or near the Dauphin + Lebanon County Line on the South side of the Second blue Mountain in East Hanover Township	100007	-76.6677904	40.4478778	-5	m			1192	0
241	line after	report of commissioners (docket)	point in the middle of the Old Road leading to Sheafferstown on the Borough line of Lebanon	100007	-76.4206409	40.3358397	-1				1194	0
242	shape	act	lying between Broad street and the river Schuylkill, and between Vine and Poplar street	100007	-75.1623631	39.9580682	0	m		15th Ward	1215	0
243	shape	act	lying between Seventh street and the river Schuylkill, and between Arch street and Vine street	100007	-75.1515323	39.9529569	0	m		10th Ward	1215	0
244	shape	act	lying between Seventh street and the river Schuylkill, and between Spruce street and Chesnut street	100007	-75.1531845	39.9455340	0	m		8th Ward	1215	0
245	shape	act	including all the remainder of the present county of Philadelphia east of the river Schuylkill	100007	-75.0967079	40.0689951	0			23rd Ward	1215	0
246	shape	act	lying within the present bounds of the townships of Germantown and Bristol, and the borough of Germantown	100007	-75.2235979	40.0928916	0	m		22nd Ward	1215	0
247	shape	act	lying within the present bounds of the borough of Manayunk and the townships of Roxborough and Penn, and the southern boundary thereof shall be as follows: Beginning at Montgomery street and the river Schuylkill	100007	-75.2020919	39.9859736	0	m		21st Ward	1215	0
248	shape	act	lying between Seventh street and the river Schuylkill, and between Chesnut street and Arch street	100007	-75.1523316	39.9494080	0	m		9th Ward	1215	0
249	shape	act	all that part thereof lying between Broad street and the river Delaware, and between the north line of aforesaid Third ward and South street	100007	-75.1362142	39.9400022	0	m		4th Ward	1215	0
250	shape	act	lying between Broad street and the river Delaware, and between the lines of aforesaid First ward and Christian street	100007	-75.1361257	39.9330715	0	m		2nd Ward	1215	0
251	shape	act	Wharton street and the river Delaware	100007	-75.1356402	39.9299411	0	m		1st Ward	1215	0
252	shape	act	lying between Seventh street and the river Schuylkill, and between South street and Spruce street	100007	-75.1539007	39.9422067	0	m		7th Ward	1215	0
253	shape	act	lying between Third street and the river Delaware, and between Vine street and Poplar street	100007	-75.1444459	39.9558642	0	m		11th Ward	1215	0
254	shape	act	lying between Broad street and the river Delaware, and between Christian street, on the south, and Fitzwater, German, Mead and Catharine streets, on the north	100007	-75.1361445	39.9357986	0	m		3rd Ward	1215	0
255	shape	act	lying between Tenth street and Broad street, and between Vine street and Poplar street	100007	-75.1554966	39.9572047	0	m		14th Ward	1215	0
256	shape	act	lying between Seventh street and the river Delaware, and between South street and Chesnut street, including Wind Mill island	100007	-75.1357529	39.9472818	0	m		5th Ward	1215	0
257	shape	act	lying between Sixth street and Third street, and between Vine street and Poplar street	100007	-75.1444459	39.9558642	0	m		12th Ward	1215	0
258	shape	act	Norris street and the Delaware river	100007	-75.1138794	39.9678867	0	m		19th Ward	1215	0
259	shape	act	Maiden street and the river Delaware	100007	-75.1284492	39.9600213	0	m		16th Ward	1215	0
260	shape	act	part of the county of Philadelphia lying west of the river Schuylkill	100007	-75.2802595	39.9749638	0	m		24th Ward	1215	0
261	shape	act	lying between Sixth street and Tenth street, and between Vine street and Poplar street	100007	-75.1554966	39.9572047	0	m		13th Ward	1215	0
262	shape	act	lying between Seventh street and the river Delaware, and between Chesnut street and Vine street	100007	-75.1523101	39.9494244	0	m		6th Ward	1215	0
263	shape	act	on the north by Oxford street	100007	-75.1333737	39.9740863	0	m		17th Ward	1215	0
264	shape	act	Maiden street and the Delaware river	100007	-75.1284492	39.9600213	0	m		18th Ward	1215	0
265	shape	act	Poplar street and the river Schuylkill	100007	-75.1914060	39.9742502	0	m		20th Ward	1215	0
266	shape	petition (recorded)	stone	100007	-79.1716504	40.8659241	0				1224	0
267	shape	petition (docket)	line of land between Leonard Batcheler? and Philip Stone?	100007	-75.7118510	41.5215120	0				1227	0
268	shape	act	north end of the bridge across Cushion creek, on the Indiana road, in Green township, Indiana county	100007	0.0000000	0.0000000	0				1233	-1
269	shape	ordinance (filing exhibit, 1910)	south east corner of the Borough of Danville on the bank of the river Susquehanna	100007	-76.6107452	40.9513407	-4				1239	-1
270	shape	petition (recorded)	post near a beech tree on land belonging to the heirs of James Walter dec'd, said post is due east from a stone said to be a corner of John M. Scarlet's land	100007	-75.7007146	39.8404408	-11.2	m			1247	420
271	shape	act	north corner of the Borough of Danville	100007	-76.6215486	40.9693266	-3	p			1250	0
272	shape	petition (recorded)	stone on the west side of the public road leading from Lebanon to Fredericksburg a corner of the Borough of Lebanon	100007	-76.4224353	40.3457510	-2				1256	-1
273	shape	act	the portion of the third congressional district now embraced within the limits of the Twenty-third ward, be and the same is hereby attached to the Nineteenth ward	100007	-75.1421781	39.9923415	0	m			1260	0
274	shape	petition (recorded)	stone in the Charlestown Road a corner of Amos Edwards and James M Jacksons land	100007	-75.3542594	40.4350437	-2.65	m			1265	0
275	shape	petition (recorded)	North West corner of the Town plot of the Village of Smethport	100007	0.0000000	0.0000000	0				1268	0
276	shape	decree (recorded)	at or near an apple tree in John Shield's lot	100007	-79.6266790	40.8419040	0				1277	254.625
277	shape	petition (recorded)	large yellow willow near Jacob Vogel's Mill on the west bank of the Manaquacy Creek	100007	-75.3947390	40.7234490	-7.75				1281	0
278	shape	act	stone the south-east corner of said borough, on the north side of the Lehigh coal and navigation company's canal, it being a joint corner of lands of the said Lehigh coal and navigation company, and the lands of the congregation of the United Brethren in the borough of Bethlehem and its vicinity	100007	-75.3634858	40.6178940	-8.75	m			1284	0
279	shape	petition (recorded)	Governor's Island, in the Lehigh River opposite the mouth of Nancy's Run corresponting? with the corner?	100007	-75.3295400	40.6334820	-10.15				1297	-1
280	shape	petition (recorded)	stone where formerly stood a marked white oak tree as a beginning tree	100007	-76.9860510	39.7983260	-4.2				1301	0
281	shape	report of commissioners (docket)	Potter County & McKean Co Line in North Line of Warrant No 1271	100007	0.0000000	0.0000000	0				1305	0
282	shape	report of commissioners (docket)	North East corner of Warrant No 2231	100007	0.0000000	0.0000000	0				1324	0
283	shape	petition (recorded)	locust standing on the state line between Pennsylvania and Maryland being a corner of Samuel Closes land and lands of Charles Uhl	100007	-78.8499119	39.7229760	-4				1328	-1
284	whole after	act	post and stones the south-east corner of the Ashland estate	100007	-76.3285077	40.7766905	-2.42	m			1336	0
285	shape	act	post and stones the south-east corner of the Ashland estate	100007	-76.3285077	40.7766905	-2.42	m			1337	0
286	shape	petition (recorded)	post standing at the river Schuylkill	100007	-76.1062430	40.6033070	-4.45				1338	-1
287	shape	report of commissioners (docket)	point on the land of Isaac Addams aforesaid	100007	-75.9801847	40.4427707	0				1342	0
288	shape	petition (recorded)	public road on the west side of west branch of the River Schuylkill, a corner of lands of Isaac Strauch and George Payne	100007	-76.1929907	40.6379042	-5	i			1346	-1
289	line after	report of commissioners (county history)	stone heap by a dead white-oak, on the top of the dividing ridge on the line between Howard and Boggs townships	100007	-77.7512150	41.0185022	-5				1347	-1
290	shape	act	point in the county of Tioga, on the line dividing the states of New York and Pennsylvania, being the north-east corner of David Hammond's lot	100007	0.0000000	0.0000000	0				1351	0
291	shape	petition (recorded)	Corner in the Centre of the intersection of Crystal Street and Chapel Alley	100007	-75.9813320	40.9527210	-4.5				1362	0
292	whole after	act	stone, the present north-east corner of the borough	100007	-76.4163843	40.3461966	-5	m			1367	0
293	shape	petition (recorded)	south west corner of Marcus Kelley's lot, on the east side of the Williamson road	100007	-77.0772070	41.8040170	-7				1371	0
294	shape	decree (recorded)	corner	100007	-75.5612826	40.5155773	-4.55				1374	0
295	line	report of commissioners (state)	River Schuylkill passing a marble stone set in the boundary line at the distance of about twenty eight feet from the water's edge being at the Northeastwardly side of the river road	100007	0.0000000	0.0000000	0				1377	-1
296	shape	act	post in land of Francis Strittmatter, about three perches from the south-east corner of Carrolltown	100007	-78.7051485	40.5987848	0.29999999999999993				1396	0
297	shape	act	post in the Dry Gap road, in land of William Ivory, near the south-east corner of Chest Springs village	100007	-78.6027868	40.5809627	-3.3				1399	0
298	shape	petition (recorded)	post [on] the Embankment of Conneaut Lake	100007	-80.3007352	41.6034256	0.85	m			1405	0
299	line after	act	[all that part of the borough of South Pittsburg, lying west of a line drawn longitudinally through the middle or centre of the Monongahela Bridge]	100007	0.0000000	0.0000000	0				1418	0
