sourcecitationid	source	sourcecitationdate	sourcecitationdatetype	sourcecitationdaterange	sourcecitationdaterangetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	sourcecitationurl	sourcecitationtypetitle	sourcecitationperson	sourcecitationgovernmentreferences	sourcecitationarchiveslotfilm	sourcecitationarchivecarton	sourcecitationstatus	sourcecitationissue	sourcecitationname
366	4						333	333		Footnote 13		Bucks;;East Rockhill township;;;;;;;					
367	4						333	333		Footnote 14		Bucks;;Hilltown township;;;;;;;					
368	4						333	333		Footnote 15		Bucks;;Lower Makefield township;;;;;;;					
369	4						333	333		Footnote 16		Bucks;;Lower Makefield township;;;;;;;					
370	4						334	334		Footnote 1		Bucks;;Perkasie borough;;;;;;;					
371	4						334	334		Footnote 2		Bucks;;Richland township;Richlandtown borough;;;;;;					
372	4						334	334		Footnote 3		Bucks;;Silverdale borough;;;;;;;					
373	4						334	334		Footnote 4		Bucks;;Tullytown borough;;;;;;;					
374	4						334	334		Footnote 5		Bucks;;Yardley borough;;;;;;;					
375	4						334	334		Footnote 6		Butler;;ALL;Harrisville borough;Mercer township;;;;;					
376	4						334	334		Footnote 7		Butler;;Adams township;Mars borough;Valencia borough;;;;;					
377	4						334	334		Footnote 8		Butler;;Connoquenessing borough;Connoquenessing township;;;;;;					
378	4						334	334		Footnote 9		Butler;;Slipperyrock borough;;;;;;;					
380	4						334	334		Footnote 11		Cambria;;ALL;;;;;;;					
381	4						334	334		Footnote 12		Cambria;;Barnesboro borough;;;;;;;					
382	4						334	334		Footnote 13		Cambria;;Carroll township;;;;;;;					
383	4						334	334		Footnote 14		Cambria;;Clearfield township;Elder township;;;;;;					
384	4						334	334		Footnote 15		Cambria;;Conemaugh township;;;;;;;					
385	4						334	334		Footnote 16		Cambria;;Cresson township;;;;;;;					
386	4						334	334		Footnote 17		Cambria;;Croyle township;Summerhill borough;;;;;;					
387	4						334	334		Footnote 18		Cambria;;Daisytown borough;;;;;;;					
388	4						334	334		Footnote 19		Cambria;;Dale borough;;;;;;;					
389	4						334	334		Footnote 20		Cambria;;Ferndale borough;Roxbury borough;;;;;;					
390	4						334	334		Footnote 21		Cambria;;Johnstown city;;;;;;;					
391	4						334	334		Footnote 22		Cambria;;Lower Yoder township;;;;;;;					
392	4						334	334		Footnote 23		Cambria;;Patton borough;;;;;;;					
393	4						334	334		Footnote 24		Cambria;;Portage borough;Portage township;;;;;;					
394	4						334	334		Footnote 25		Cambria;;Portage township;;;;;;;					
395	4						334	334		Footnote 26		Cambria;;Richland township;Scalp Level borough;;;;;;					
396	4						334	334		Footnote 27		Cambria;;Rosedale borough;;;;;;;					
397	4						334	334		Footnote 28		Cambria;;Spangler borough;;;;;;;					
398	4						334	334		Footnote 29		Cambria;;Stonycreek township;;;;;;;					
399	131									Schuylkill County							
400	4						338	338		Footnote 4		Delaware;;Aldan borough;;;;;;;					
401	4						335	335		Footnote 1		Cambria;;Susquehanna township;;;;;;;					
402	4						335	335		Footnote 2		Cambria;;Upper Yoder township;;;;;;;					
403	4						335	335		Footnote 3		Cambria;;Washington township;;;;;;;					
404	4						335	335		Footnote 4		Cambria;;Westmont borough;;;;;;;					
405	4						335	335		Footnote 5		Cambria;;West Taylor township;;;;;;;					
406	4						335	335		Footnote 6		Carbon;;Banks township;Beaver Meadow borough;;;;;;					
407	4						335	335		Footnote 7		Carbon;;East Side borough;Kidder township;;;;;;					
408	4						335	335		Footnote 8		Centre;;College township;State College borough;;;;;;					
409	4						335	335		Footnote 9		Centre;;Rush township;South Philipsburg borough;;;;;;					
410	4						335	335		Footnote 10		Chester;;Avondale borough;;;;;;;					
411	4						335	335		Footnote 11		Chester;;Honeybrook borough;Honeybrook township;;;;;;					
412	4						335	335		Footnote 12		Chester;;Honeybrook township;;;;;;;					
413	4						335	335		Footnote 13		Chester;;London Grove township.;;;;;;;					
414	4						336	336		Footnote 1		Chester;;West Grove borough;;;;;;;					
415	4						336	336		Footnote 2		Clearfield;;ALL;;;;;;;					
416	4						336	336		Footnote 3		Clearfield;;Beccaria township;Irvona borough;;;;;;					
417	4						336	336		Footnote 4		Clearfield;;Brady township;Troutville borough;;;;;;					
418	4						336	336		Footnote 5		Clearfield;;Chest township;Westover borough;;;;;;					
419	4						336	336		Footnote 6		Clearfield;;Clearfield borough;;;;;;;					
420	4						336	336		Footnote 7		Clearfield;;Grampian borough;;;;;;;					
421	4						336	336		Footnote 8		Clearfield;;Gulich township;Ramey borough;;;;;;					
422	4						336	336		Footnote 10		Clinton;;Allison township;Flemington borough;;;;;;					
423	4						336	336		Footnote 11		Clinton;;Allison township;;;;;;;					
424	4						336	336		Footnote 12		Columbia;;Benton borough;Benton township;;;;;;					
426	4						336	336		Footnote 14		Columbia;;Catawissa borough;Catawissa township;;;;;;					
427	4						336	336		Footnote 15		Columbia;;Catawissa township;;;;;;;					
428	4						336	336		Footnote 16		Columbia;;Cleveland township;;;;;;;					
429	4						336	336		Footnote 17		Columbia;;Fishing Creek township;;;;;;;					
430	4						337	337		Footnote 1		Columbia;;Greenwood township;Millville borough;;;;;;					
431	4						337	337		Footnote 2		Columbia;;Locust township;;;;;;;					
432	4						337	337		Footnote 3		Columbia;;Orange township;Orangeville borough;;;;;;					
433	4						337	337		Footnote 4		Columbia;;Stillwater borough;;;;;;;					
434	4						337	337		Footnote 5		Crawford;;ALL;;;;;;;					
435	4						337	337		Footnote 6		Crawford;;Cambridge Springs borough;;;;;;;					
436	4						337	337		Footnote 7		Crawford;;Conneaut Lake borough;;;;;;;					
437	4						337	337		Footnote 8		Crawford;;East Mead township;West Mead township;;;;;;					
438	4						337	337		Footnote 9		Cumberland;;ALL;;;;;;;					
439	4						337	337		Footnote 10		Cumberland;;Lower Mifflin township;Upper Mifflin township;;;;;;					
440	4						337	337		Footnote 11		Dauphin;;Elizabethville borough;;;;;;;					
441	4						337	337		Footnote 12		Dauphin;;Harrisburg city;;;;;;;					
442	4						337	337		Footnote 13		Dauphin;;Londonderry township;Royalton borough;;;;;;					
443	4						337	337		Footnote 14		Dauphin;;Penbrook borough;;;;;;;					
444	4						337	337		Footnote 15		Dauphin;;Susquehanna township;;;;;;;					
445	4						338	338		Footnote 1		Dauphin;;Washington township;;;;;;;					
446	4						338	338		Footnote 2		Dauphin;;Washington township;;;;;;;					
447	4						338	338		Footnote 3		Delaware;;ALL;;;;;;;					
448	4						338	338		Footnote 5		Delaware;;Chester city;;;;;;;					
449	131									Adams County							
450	4						338	338		Footnote 6		Delaware;;Collingdale borough;Darby borough;Sharon Hill borough;;;;;					
451	4						338	338		Footnote 8		Delaware;;Darby township;;;;;;;					
452	4						338	338		Footnote 9		Delaware;;Eddystone borough;Ridley township;Ridley Park borough;;;;;					
453	4						338	338		Footnote 10		Delaware;;Glenolden borough;;;;;;;					
454	4						338	338		Footnote 11		Delaware;;Lansdowne borough;;;;;;;					
455	4						338	338		Footnote 12		Delaware;;Lower Chichester township;Marcus Hook borough;;;;;;					
456	4						338	338		Footnote 13		Delaware;;Morton borough;;;;;;;					
457	4						338	338		Footnote 14		Delaware;;Norwood borough;Prospect Park borough;;;;;;					
458	4						338	338		Footnote 15		Delaware;;Ridley township;;;;;;;					
459	4						338	338		Footnote 16		Delaware;;Springfield township;;;;;;;					
460	4						338	338		Footnote 17		Delaware;;Springfield township;;;;;;;					
461	4						338	338		Footnote 18		Delaware;;Swarthmore borough;;;;;;;					
462	4						338	338		Footnote 19		Delaware;;Upper Darby township;;;;;;;					
463	4						338	338		Footnote 20		Delaware;;Upper Darby township;;;;;;;					
464	4						338	338		Footnote 21		Elk;;Johnsonburg borough;Ridgway township;;;;;;					
465	4						338	338		Footnote 22		Elk;;Ridgway township;;;;;;;					
466	4						338	338		Footnote 23		Erie;;Springfield borough;Springfield township;;;;;;					
467	4						338	338		Footnote 24		Fayette;;George township;;;;;;;					
468	4						338	338		Footnote 25		Fayette;;Henry Clay township;;;;;;;					
469	4						339	339		Footnote 1		Fayette;;[Markley]sburg borough;;;;;;;					
470	4						339	339		Footnote 2		Fayette;;[Ohiopyl]e borough;[Stewart] township;;;;;;					
471	4						339	339		Footnote 3		Fayette;;[Point M]arion borough;[Springh]ill township;;;;;;					
472	4						339	339		Footnote 4		Fayette;;[Smithfi]eld borough;;;;;;;					
473	4						339	339		Footnote 5		Franklin;;[Montgo]mery township;;;;;;;					
474	4						339	339		Footnote 6		Franklin;;[Southa]mpton township;;;;;;;					
475	4						339	339		Footnote 7		Greene;;Mt. Morris borough;Perry township;;;;;;					
476	4						339	339		Footnote 8		Huntingdon;;Franklin township;Morris township;Spruce Creek township;;;;;					
477	4						339	339		Footnote 9		Indiana;;ALL;;;;;;;					
478	4						339	339		Footnote 10		Indiana;;Banks township;;;;;;;					
479	4						340	340		Footnote 1		Indiana;;Glen Campbell borough;;;;;;;					
480	4						340	340		Footnote 2		Indiana;;Indiana borough;;;;;;;					
481	4						340	340		Footnote 3		Jefferson;;West Reynoldsville borough;Winslow township;;;;;;					
482	4						340	340		Footnote 4		Lackawanna;;Dalton borough;North Abington township;West Abington township;;;;;					
483	4						340	340		Footnote 5		Lackawanna;;Dickson borough;Throop borough;;;;;;					
484	4						340	340		Footnote 6		Lackawanna;;Elmhurst borough;;;;;;;					
485	4						340	340		Footnote 7		Lackawanna;;Fell township;Vandling borough;;;;;;					
486	4						340	340		Footnote 8		Lackawanna;;Lackawanna township;;;;;;;					
487	4						340	340		Footnote 9		Lackawanna;;Mayfield borough;;;;;;;					
488	4						340	340		Footnote 10		Lackawanna;;Moosic borough;;;;;;;					
489	4						340	340		Footnote 11		Lackawanna;;Old Forge borough;;;;;;;					
490	4						340	340		Footnote 12		Lackawanna;;Old Forge township;;;;;;;					
491	4						340	340		Footnote 13		Lackawanna;;Taylor borough;;;;;;;					
492	4						340	340		Footnote 14		Lancaster;;Akron borough;;;;;;;					
493	4						341	341		Footnote 1		Lancaster;;Christiana borough;Sadsbury township;;;;;;					
494	2						310	310				Clearfield;;Penn township;;;;;;;					
495	4						341	341		Footnote 2		Lancaster;;Earl township;New Holland borough;;;;;;					
496	4						341	341		Footnote 3		Lancaster;;Earl township;;;;;;;					
497	3						288	288		Footnote e		Adams;;Menallen township;;;;;;;					
498	4						341	341		Footnote 4		Lancaster;;East Drumore township;Eden township;Quarryville borough;;;;;					
499	4						341	341		Footnote 5		Lancaster;;Ephrata borough;;;;;;;					
500	4						341	341		Footnote 6		Lancaster;;Ephrata township;;;;;;;					
501	4						341	341		Footnote 7		Lancaster;;Ephrata township;;;;;;;					
502	4						341	341		Footnote 8		Lawrence;;ALL;;;;;;;					
503	4						341	341		Footnote 9		Lawrence;;Ellwood City borough;Wayne township;;;;;;					
504	4						341	341		Footnote 10		Lawrence;;Enon Valley borough;Little Beaver township;;;;;;					
505	4						341	341		Footnote 11		Lawrence;;New Castle city;;;;;;;					
506	4						341	341		Footnote 12		Lawrence;;Taylor township;;;;;;;					
507	4						341	341		Footnote 13		Lawrence;;Volant borough;Washington township;;;;;;					
508	4						341	341		Footnote 14		Lebanon;;ALL;;;;;;;					
509	4						341	341		Footnote 15		Lebanon;;Cornwall township;West Cornwall township;;;;;;					
510	4						341	341		Footnote 16		Lebanon;;North Londonderry township;South Londonderry township;;;;;;					
511	4						341	341		Footnote 17		Lehigh;;Fountain Hill borough;Salisbury township;;;;;;					
512	4						343	343		Footnote 3		McKean;;Hamlin township;Mt. Jewett borough;;;;;;					
515	4						346	346		Footnote 13		Somerset;;Garrett borough;;;;;;;					
516	4						344	344		Footnote 1		Montgomery;;ALL;;;;;;;					
517	4						344	344		Footnote 2		Montgomery;;Abington township;Rockledge borough;;;;;;					
518	4						344	344		Footnote 3		Montgomery;;Collegeville borough;Trappe borough;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
519	4						344	344		Footnote 4		Montgomery;;Franconia township;West Telford borough;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
520	4						344	344		Footnote 5		Montgomery;;Hatfield borough;Hatfield township;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
521	4						344	344		Footnote 6		Montgomery;;Lower Gwynedd township;Upper Gwynedd township;;;;;;					
522	4						344	344		Footnote 7		Montgomery;;Lower Merion township;Narberth borough;;;;;;					
523	4						344	344		Footnote 8		Montgomery;;Lower Pottsgrove township;Upper Pottsgrove township;West Pottsgrove township;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
524	4						344	344		Footnote 9		Montgomery;;Salford township;Upper Salford township;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
525	4						344	344		Footnote 10		Northampton;;ALL;;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
526	4						344	344		Footnote 11		Northampton;;Easton city;;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
527	4						344	344		Footnote 12		Northampton;;Palmer township;;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
528	4						344	344		Footnote 13		Northampton;;Plainfield township;;;;;;;[Verified against http://books.google.com/books?id=Pnk9AAAAYAAJ&pg=344]					
529	4						342	342		Footnote 1		Luzerne;;Courtdale borough;Kingston township;Swoyersville borough;;;;;					
530	4						342	342		Footnote 2		Luzerne;;Hazelton city;;;;;;;					
531	4						342	342		Footnote 3		Luzerne;;Nescopeck borough;Nescopeck township;;;;;;					
532	4						342	342		Footnote 4		Luzerne;;Nescopeck township;;;;;;;					
533	4						342	342		Footnote 5		Luzerne;;Pittston city;;;;;;;					
534	4						342	342		Footnote 6		Luzerne;;Pittston township;;;;;;;					
535	4						342	342		Footnote 7		Luzerne;;Sugar Notch borough;Warrior Run borough;;;;;;					
536	4						342	342		Footnote 8		Luzerne;;West Wyoming borough;Wyoming borough;;;;;;					
537	4						345	345		Footnote 1		Northampton;;Tatamy borough;West Easton borough;;;;;;					
538	4						345	345		Footnote 2		Northampton;;Wind Gap borough;;;;;;;					
539	4						345	345		Footnote 3		Northumberland;;ALL;;;;;;;					
540	4						345	345		Footnote 4		Northumberland;;East Cameron township;West Cameron township;;;;;;					
541	4						345	345		Footnote 5		Northumberland;;East Chillisquaque township;West Chillisquaque township;;;;;;					
542	4						345	345		Footnote 6		Northumberland;;Gearhart township;Rush township;;;;;;					
543	4						345	345		Footnote 7		Northumberland;;Sunbury borough;;;;;;;					
544	4						345	345		Footnote 8		Northumberland;;Upper Augusta township;;;;;;;					
545	4						345	345		Footnote 9		Potter;;Galeton borough;;;;;;;					
546	4						346	346		Footnote 1		Potter;;Pike township;;;;;;;					
547	4						346	346		Footnote 2		Schuylkill;;Butler township;Gordon borough;;;;;;					
548	4						346	346		Footnote 3		Schuylkill;;Butler township;;;;;;;					
549	4						346	346		Footnote 4		Schuylkill;;Delano township;;;;;;;					
550	4						346	346		Footnote 5		Schuylkill;;Kline township;McAdoo borough;;;;;;					
551	4						346	346		Footnote 6		Schuylkill;;Porter township;Tower City borough;;;;;;					
552	4						346	346		Footnote 7		Schuylkill;;Porter township;;;;;;;					
553	4						346	346		Footnote 8		Somerset;;Addison township;;;;;;;					
554	4						346	346		Footnote 9		Somerset;;Allegheny township;Northampton township;;;;;;					
555	4						346	346		Footnote 10		Somerset;;Benson borough;Paint township;;;;;;					
556	4						346	346		Footnote 11		Somerset;;Casselman borough;;;;;;;					
557	4						346	346		Footnote 12		Somerset;;Fairhope township;;;;;;;					
558	4						346	346		Footnote 14		Somerset;;Hooversville borough;Quemahoning township;;;;;;					
559	4						346	346		Footnote 15		Somerset;;Lincoln township;;;;;;;					
560	4						347	347		Footnote 1		Somerset;;Somerfield borough;;;;;;;					
561	4						347	347		Footnote 2		Somerset;;Somerset township;;;;;;;					
562	4						347	347		Footnote 3		Somerset;;Southampton township;;;;;;;					
563	4						347	347		Footnote 4		Somerset;;Summit township;;;;;;;					
564	4						347	347		Footnote 5		Somerset;;Upper Turkeyfoot township;;;;;;;					
565	4						347	347		Footnote 6		Sullivan;;Eaglesmere borough;Shrewsbury township;;;;;;					
566	4						347	347		Footnote 7		Tioga;;Elkland borough;Nelson township;;;;;;					
567	4						347	347		Footnote 8		Tioga;;Liberty borough;Liberty township;;;;;;					
568	4						347	347		Footnote 9		Tioga;;Sullivan township;;;;;;;					
569	4						347	347		Footnote 10		Tioga;;Ward township;;;;;;;					
570	4						347	347		Footnote 11		Venango;;ALL;Frenchcreek township;;;;;;					
571	4						347	347		Footnote 12		Venango;;Cornplanter township;;;;;;;					
572	4						347	347		Footnote 13		Venango;;Cranberry township;;;;;;;					
573	4						348	348		Footnote 1		Venango;;Polk borough;;;;;;;					
574	4						348	348		Footnote 2		Venango;;Rouseville borough;;;;;;;					
575	4						348	348		Footnote 3		Venango;;West End borough;;;;;;;					
576	4						348	348		Footnote 4		Warren;;Eldred township;Grand Valley borough;;;;;;					
577	4						348	348		Footnote 5		Warren;;Glade township;Warren borough;;;;;;					
578	4						348	348		Footnote 6		Warren;;Sugar Grove borough;Sugar Grove township;;;;;;					
579	4						348	348		Footnote 7		Washington;;ALL;;;;;;;					
580	131									Westmoreland County							
581	3						288	288		Footnote c		Adams;;Hamiltonban township;;;;;;;					
