adjudicationid	adjudicationtype	adjudicationnumber	adjudicationterm	adjudicationlong	adjudicationshort	adjudicationnotes	adjudicationstatus
614	70	1	1862-08	In the matter of the application to incorporate the town of Salisbury into a Borough			
615	70	11	1901	Paint Township School District vs. Windber Borough School District and Paint Borough School District			
616	70	4	1942-09	The School District of Addison Township, Somerset County, Pennsylvania, v. The School District of Somerfield Borough, Somerset County, Pennsylvania			
617	71	55	1941	In re: Adjustment of indebtedness between the School District of Somerset Borough and the School District of Somerset Township, Somerset County, Pennsylvania, by reason of annexation of certain territory formerly of Somerset Township to the Borough of Somerset			
618	71	8	1943	In re: Adjustment of indebtedness between the School District of Somerset Borough and The School District of Somerset Township, Somerset County, Pennsylvania, by reason of the annexation of certain territory formerly of Somerset Township to the Borough of Somerset			
619	72	10	1901-02				
621	73	41	1865-08		Quo warranto issued at relation of E. G. Babcock and others, School Directors of Bridgewater township, against H. F. Turrell and others, Town Council of the Borough of Montrose		
622	74	72	1938-08	In re: Merger of the Elkland Township School District with the Elkland Borough School District			
623	74	73	1938-08	In re: Merger of the Richmond Township School District with the Mansfield Borough School District			
624	74	74	1938-08	In re: Merger of the Roseville Borough School District with the Rutland Township School District			
625	74	75	1938-08	In re: Merger of the Deerfield Township School District with the Knoxville Borough School District			
626	75		1865-11		Monongahela City Boro 1865 Charter Amendment		
627	75	72	1908-02	Com. ex. rel. J. R. Wright vs. A. C. Marsh			
628	75	298	1927-08	In re: Change of Name of "City of Monongahela City" to "City of Monongahela"			
629	76	1841	1909				
630	76	2016	1911				
631	77	24	1848-08	Commonwealth ex rel. v. Fullerton			
632	77	705	1928-02	In re: Change of Name of the City of Greenesburgh to City of Greensburg, Pennsylvania			
633	77	111	1948-08	In re: Petition of Westmoreland County for declaratory judgment			
634	77	93	1955-07	In re: Final Abolishment of The School District of The Borough of Livermore and Disposition of Its Assets			
635	78	8	1866	James Shields, Henry Pershing, W. J. Hitchman, A. H. Strickler, W. B. Neel, Isaac Harbaugh vs. J. E. Devore, Burgess and David Keister, J. Lloyd Shallenbarger, John Cunningham, and Paul Swartz, Council of Mount Pleasant Borough			
636	78	945	1916	Anna V. Parkin v. The Borough of New Kensington, a municipal corporation of Westmoreland County, Pennsylvania, and Daniel Burns, Burgess of said Borough			
637	78	1739	1936	Herman Oncken, Alfred Lawther, Leonard P. Hanyo, Harry J. Ortman, John F. King, Alexander P. Demao, Ned Walsh, Louis Falsetti, James H. Hoak, Harry A. Marine vs. Arthur E. Ewing, Clerk of the Court of Quarter Sessions of Westmoreland County, Pa.			
638	79	24	1969				
639	79	10	1970				
640	79	15	1970				
641	79	16	1970				
642	79	24	1972				
643	79	33	1973				
644	79	31	1974				
646	81	20	1969-06	In re: Notice of special election on the question of consolidation of Ford City Borough and Ford Cliff Borough into one Borough			
647	81	2	1969-09	In re: Annexation of a portion of Gilpin Township, Armstrong County, Pennsylvania, to Leechburg Borough, Armstrong County, Pennsylvania			
648	82	3	1974-09	In re: Annexation of a portion of Mahoning Township, Armstrong County, Pennsylvania, to South Bethlehem Borough, Armstrong County, Pennsylvania			
649	83	58	1970	In re: Change of Name of Township of Borough, a First Class Township			
650	83	76	1986	In re: Establishment of a disputed boundary line between Daugherty Township and Rochester Township			
651	84	7	1969	Ordinance No. 1587 - Ordinance approving petition for annexation to the Borough of Ellwood City, a section of North Sewickley Township, Beaver County, Pennsylvania, adjacent to and east and south of the said Borough			
652	84	4	1975	In re: Special Election, Midland Borough and Industry Borough			
653	84	5	1986	In re: Establishment of a disputed boundary line between Daugherty Township and Rochester Township			
654	85		1969-05	An Ordinance Providing for the annexation of lands adjacent to the Borough of Saxton, situate in Liberty Township, Bedford County, Pennsylvania, upon petition of the owners of the land proposed to be annexed			
655	85		1970-04	Certified Copy of Annexation Ordinance of portion of Bedford Township, Bedford County, annexed to the Borough of Bedford, and owned by George W. Fox, Jr., and Carolyn N. Fox, his wife			
656	85		1970-04	Certified Copy of Annexation Ordinance of 2.519 acres, situate in the Township of Bedford, County of Bedford, annexed to the Borough of Bedford, and owned by Richard C. Hedstrom, et ux			
657	85		1970-04	Certified Copy of Annexation Ordinance of An Ordinance approving the petition for annexing to the Borough of Bedford portions of Bedford Township, owned by the Municipal Authority of the Borough of Bedford			
658	85		1970-04	Certified Copy of Annexation Ordinance of Township of Bedford, County of Bedford, annexed to the Borough of Bedford, and owned by Robert L. Davison and Marjorie K. Davison, his wife			
659	85		1970-04	Certified Copy of Annexation Ordinance of portion of Bedford Township, County of Bedford, annexed to the Borough of Bedford, and owned by Perry C. Wilson and Gloria E. Wilson, his wife			
660	85		1970-04	Certified Copy of Annexation Ordinance of portion of Bedford Township annexed by and to the Borough of Bedford for land owned by the Borough of Bedford			
661	85		1970-04	Certified Copy of Annexation Ordinance of portions of Bedford Township, County of Bedford, annexed to the Borough of Bedford, and owned by: Stella M. Arnold and George Arnold, her husband; William Dale Arnold and Mary Ellen Arnold, his wife; Francis L. Lynaugh and Florence D. Lynaugh, his wife			
662	86	8384	1969	In re: Annexation of a portion of the Township of Richmond, County of Berks and Commonwealth of Pennsylvania, to the Borough of Fleetwood			
663	86	8526	1969	In re: An ordinance providing for and declaring the annexation of a certain tract of land in Washington Township, Berks County, Pennsylvania, adjacent to the present Borough line, Borough of Bechtelsville			
664	86	8716	1969	In re: Annexation by the Borough of Womelsdorf, Berks County, Pennsylvania, of a portion of Heidelberg Township, Berks County, Pennsylvania, containing 8.5 acres			
665	86	8831	1970		Appeal of Penn Township from Ordinance of the Borough of Bernville		
666	86	9050	1970	In re: Petition of the Borough of Sinking Spring for the Appointment of a Commission to Ascertain and Establish Boundaries for the Borough of Sinking Spring and the Townships of Lower Heidelberg, South Heidelberg and Spring			
667	86	9714	1972	In re: St. Lawrence Borough Charter			
668	86	9913	1973	In re: Merger of Centerport Borough with the Township of Centre			
669	86	69	1976	In re: Establishment of portion of common boundary between the Township of Spring and the Township of South Heidelberg, Berks County, Pennsylvania			
670	86	193	1987	In re: Incorporation of Borough of New Morgan			
671	86	859	2011		Petition to Establish Municipal Boundary between Hereford Township and District Township		
672	87	2	1969-01	In re: Annexation of a portion of Blair Township and Allegheny Township, Blair County to the Borough of Hollidaysburg. Hollidaysburg School District Tract. Ordinance No. 472.			
673	87	3	1969-01	In re: Annexation of a portion of Blair Township and Allegheny Township, Blair County to the Borough of Hollidaysburg. Ft. Petter Area. Ordinance No. 473			
674	87	102	1969-03	In re: Hollidaysburg Borough Ordinance #479, an ordinance annexing a part of Blair Township on petition of freeholders, to the Borough of Hollidaysburg. (Simmers Tract)			
675	87	26	1969-03	Annexing to the Borough of Roaring Spring a section of Taylor Township, Blair County, Pennsylvania, adjacent to the southeast of said Borough. Ordinance 1969-3.			
676	87	108	1969-06	In re: Duncansville Borough Ordinances 100, 101 102 and 103, Ordinances annexing parts of Allegheny Township of petition of freeholders to the Borough of Duncansville			
677	87	16	1969-06	Annexing to the Borough of Duncansville, a section of Allegheny Township, Pennsylvania, adjacent to and north and east of said Borough beginning at a point on the Northerly edge of the Borough of Duncansville to the west of Blair Gap Run. (Ordinance # 100).			
678	87	17	1969-06	Annexing to the Borough of Duncansville, a section of Allegheny Township, Pa., adjacent to and west of the said Borough, beginning at and fronting on the easterly side of the New Sixth Avenue Road. (Ordinance # 101)			
679	87	18	1969-06	Annexing to the Borough of Duncansville, a section of Allegheny Township, Pa., adjacent to and north of said Borough, herein described. (Ordinance No. 102)			
680	87	19	1969-06	Annexing to the Borough of Duncansville, a section of Allegheny Township, adjacent to and north and east of the said Borough, beginning at a point on the northerly side of 8th Avenue. (Ordinance No. 103).			
681	87	56	1969-10	In re: Hollidaysburg Borough Ordinance No. 482 annexation of approximately 43.5 acres in the Lower Brush Mountain Road Area from the Township of Frankstown to the Borough of Hollidaysburg			
682	87	113	1970-03	In re: Hollidaysburg Borough Ordinance No. 488 annexation of land between Scotch Valley Road and Lower Brush Mountain Road from the Township of Frankstown to the Borough of Hollidaysburg			
683	87	53	1970-03	In re: Annexation of land located in the Borough of Duncansville to the Township of Allegheny			
684	87	131	1970-10	In re: Roaring Spring Borough Ordinance No [1970-2]. An Ordinance annexing a part of Taylor Township on petition of freeholders, to the Boro. of Roaring Spring			
685	87	1	1971-01	In re: Tunnelhill Borough Ordinance No. 33, an ordinance annexing a part of Allegheny Township on petition of freeholders, to the Borough of Tunnelhill			
686	87	49	1972-10		Martinsburg Borough: Ord 355		
687	87	118	1973-03		Martinsburg Borough: Ord 360		
688	87	114	1973-06		Martinsburg Borough: Ord 362		
689	88	88	1973	In re: the Annexation of a tract of land in Troy Township by Troy Borough, Bradford County, Pennsylvania			
690	89	1203	1969				
691	89	39	1983	In re: Incorporation of the Borough of Two Ponds			
692	89	50047	1991	In re: Petition of the Borough of Newtown to annex adjacent territory located in Newtown Township			
693	89	2753	2013	In re: Municipal Boundary Line of Tullytown Borough and Falls Township			
694	90	1	1969-06	In re: Annexation by the Borough of Evans City, Butler County, Pennsylvania of adjacent land in Forward Township, Butler County, Pennsylvania			
695	90	1	1969-09	In re: Petition to establish disputed boundaries (Butler and Center Townships)			
696	90	1	1969-12	In re: Petition of Rancher Development Corporation, a corporation having its principal office in Slippery Rock, Pa.; Kenneth C. Beatty and Mary Jane Beatty, of R.D.#2, Grove City,; W.A. Schumann of Pittsburgh, Allegheny County, Pa. and the Slippery Rock Municipal Authority, a corp. of Slippery Rock, Pa.			
697	90	1	1970-06	In re: Annexation by the Borough of Mars of adjacent land in Adams Township, Butler County, Penna.			
698	90	2	1970-06	In re: Annexation by the Borough of Evans City of adjacent land in Jackson Township, Butler County, Pennsylvania			
699	90	1	1971-09	In re: Annexation of land in Penn Township, Butler County, Pennsylvania			
700	90	2	1981	In re: Borough of Seven Fields			
701	91	20	1969-06	In re: An Ordinance of the Borough of Portage annexing land owned by the Borough and located in Portage Township, said territory to be annexed is known as Crichton McCormick Memorial Park			
702	91	21	1969-06		In re: Annexation of a portion of Lower Yoder Township to the City of Johnstown, Penna.		
703	91	5	1969-09	In re: Annexation of land in Elder Township to the Borough of Hastings			
704	91	8	1970-09	In re: Annexation of West Branch, Barr Township, Cambria County, to the Borough of Barnesboro			
705	91	3	1970-12	In re: Annexation of Susquehanna Township to Hastings Borough			
706	91	13	1971-06	In re: Annexing certain portions of Cambria Township to the Borough of Ebensburg			
707	91	10	1975	In re: Ordinance No. 245, Annexation of land in Barr Township to the Borough of Spangler			
708	91	56	1977	In re: the Annexation of property of Harold R. Swanson, et ux, located in the Township of Buffington, County of Indiana, and State of Pennsylvania, into the Borough of Vintondale, County of Cambria and State of Pennsylvania			
709	91	41	1978				
710	92	3	1969-03	In re: An Ordinance of the Borough of Portage annexing land owned by the Borough and located in Portage Township, said territory to be annexed is known as Crichton McCormick Memorial Park			
711	92	2	1978	In re: Petition to establish disputed portion of boundary line between Township of Cambria and Borough of Ebensburg			
712	92	5	1985	In re: Alteration of boundary lines of Westmont and Southmont Borough			
713	93	30	1969		Annexation		
714	93	67	1969	In re: Application of freeholders to incorporate the Borough of Pleasant Gap			
715	93	69	1969	In re: Annexation of a portion of College Twp. to State College Boro.			
716	93	35	1971	In the matter of the election on the question whether or not the charter of the Borough of Pleasant Gap, Centre County, Pennsylvania, should not be annulled			
717	93	25	1972	In re: Annexation of a portion of Rush Township to the Borough of Philipsburg			
718	94	25	1970		Schuylkill Twp. + Phoenixville - Annexation		
719	94	37	1970		Schuylkill Twp. + Phoenixville - Annexation		
720	94	121	1971		East Nottingham + Oxford - Annexation		
721	94	132	1972		East Nottingham & Oxford - Annexation		
722	94	30	1972		Birmingham + Westtown - Petition to establish boundary		
723	94	868	1982		Uwchlan + W. Whiteland - Establishing boundaries		
724	95	3	1969-05	Petition of Clarion Area School District Authority for annexation to Clarion Borough			
725	95	3	1970-05	In re: Annexation to Emlenton Borough			
726	95	12	1977	In re: Annexation of a portion of Beaver Township to the Borough of Knox			
728	97	133	1969	In re: Annexation of a portion of Oil Creek Township, Crawford County, Pennsylvania, by the City of Titusville			
729	97	40	1969		Meadville Ord 2704		
730	97	81	1969		Conneaut Lake Ord 124		
731	97	96	1969		Meadville Ord 2710		
732	97	17	1970	In re: Annexation of a portion of Oil Creek Township, Crawford County, Pennsylvania, by the City of Titusville			
733	97	35	1980		Est line btw Sadsbury & Conneaut Lake		
734	98	43	1977				
736	99	127	1978		Resolution of the Townships of Lower Allen and Upper Allen, Cumberland Co. Pennsylvania, establishing the boundary line between the two townships		
737	99	140	1984		Boundary lines Hopewell Twp. and Upper Mifflin Twp.		
738	99	397	1999	In re: Ascertainment of Dickinson Township Boundary Line			
739	99	514	2012		South Middleton Resolution 11-2012		
740	100	108	1969		Elizabethville Ord 194		
741	100	109	1969		Elizabethville Ord 195		
742	100	137	1970	In re: Annexation of a section of Halifax Township to the Borough of Halifax, known as Park Extension			
743	100	310	1971	In re: Annexation of a trat of land situated in Derry Township a second class township, to the Borough of Hummelstown, Dauphin County, Penna.			
744	100	316	1971	In re: Annexation of a portion of land situated in East Hanover Township by the South Hanover Township, Dauphin County, Penna.			
