governmentsourceid	government	governmentsourcetype	governmentsourcebody	governmentsourcenumber	governmentsourceterm	governmentsourcetitle	governmentsourcepagefrom	governmentsourcepageto	governmentsourcedate	governmentsourcepreliminarydate	governmentsourceapproveddate	governmentsourceeffectivedate	governmentsourceapproved	governmentsourceeffectivenotes	governmentsourceadvertiseddate	source	governmentsourcevolume	sourcecitationvolumetype	governmentsourcevolumetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	governmentsourcename
219	2288	Election				[For or against the division of Stowe Township]			1901-07-02				t			\N							53
220	2288	Election				[For or against the division of Stowe Township]			1902-06-27				t			\N							54
221	2288	Election				[For or against the division of the Township of Scott]			1908-11-24				f			\N							55
222	2288	Election				[For or against the division of the Township of Scott]			1909-11-23				f			\N							56
223	2288	Election				[For or against the division of the Township of Scott]			1912-01-04				t			\N							57
224	2288	Election				[For or against the formation of the Township of Sewickley Heights]			1903-10-15				t			\N							58
225	2288	Election				[For or against the incorporation of the Borough of Clairton, the Borough of North Clairton, and the Borough of Wilson as a city of the third class by the name, style, and title of the City of Clairton]			1920-11-02				t			\N							59
226	2288	Election				[For or against the incorporation of the Borough of Duquesne as a city of the third class by the name, style, and title of the City of Duquesne]			1916-11-07				t			\N							60
227	2288	Election					104	104	1950-11-07				f			\N	1						
228	2288	Election					81	81	1946-05-21				f			\N	1						
229	2288	Election				"SHALL THE TOWNSHIP OF JEFFERSON BE RE-ESTABLISHED AS A TOWNSHIP OF THE SECOND CLASS?"	61	61	1941-11-04				f			\N	1						1
230	2288	Election				"Shall the Township of Versailles Allegheny County, Pennsylvania now a Township of the Second Class become a Township of the First Class?"	73	73	1944-04-25				f			\N	1						
231	2288	Election					2	2	1960-11-08				f			\N	2						1
232	2288	Election					26	26	1970-11-03				f			\N	2						
233	2288	Election					4	4	1960-11-08				f			\N	2						1
234	2288	Election					30	31	1972-11-07				f			\N	2						
235	2288	Election				 	35	35	1975-05-20				f			\N	2						
236	2288	Election				 	58	58	1982-11-02				f			\N	2						1
237	2288	Election				 	60	60	1983-05-17				f			\N	2						
238	2288	Election				"Shall Executive-Council Plan-C, including recommendations pertaining to optional provisions contained in the report of the Government Study Commission, dated August 7, 1973, as authorized by the Home Rule Charter and Optional Plans Law, be adopted by the Township of Hampton?"	32	32	1973-11-06				t			\N	2						1
239	2288	Election				"Shall the Borough of Pitcairn be authorized to annex its property located in the Municipality of Monroeville known as Sugar Camp Park and Pitcairn Park, along with land of Conrail and Pitcairn Hose Company No. 1 which adjoin the Pitcairn Park, as set forth in Pitcairn Borough Ordinance No. 780?"	58	58	1982-11-02		1982-11-18		t			\N	2						2
240	2288	Election				"Shall the Council-Manager Plan including recommendations pertaining to optional provisions contained in the report of the Government Study Commission, dated July 1, 1974, as authorized by the Home Rule Charter and Optional Plans Law, be adopted by the Township of Indiana?"	34	34	1974-11-05				t			\N	2						1
241	2288	Election				"Shall the First Ward of the City of Clairton be reestablished as the Borough of Wilson by a boundary change which shall separate it from the city? (The First Ward is bounded on the east by the Monongahela River, on the south by Peters Creek, and on the north and west by Jefferson Borough)."	66	66	1985-05-21				f			\N	2						
242	2288	Election				"Shall the Home Rule Charter contained in the report dated February 3, 1988 of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the City of Clairton?"	74	74	1988-04-26				t			\N	2						
243	2288	Election				"Shall the Home Rule Charter contained in the report, dated April 30, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Borough of Bellevue?"	34	34	1974-11-05				t			\N	2						2
244	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 11, 1978 of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the County of Allegheny?"	44	44	1978-11-07				f			\N	2						
245	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 14, 1991 of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Pine?"	91	91	1991-11-05				t			\N	2						
246	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 23, 1973, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the City of McKeesport?"	32	32	1973-11-06				t			\N	2						2
247	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 30, 1973, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Penn Hills?"	32	32	1973-11-06				t			\N	2						3
248	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 31, 1973, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of O'Hara?"	32	32	1973-11-06				t			\N	2						4
249	2288	Election				"Shall the Home Rule Charter contained in the report, dated August 31, 1973, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Upper St. Clair?"	32	32	1973-11-06				t			\N	2						5
250	2288	Election				"Shall the Home Rule Charter contained in the report, dated February 4, 1974 , of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law be adopted by the Borough of Whitehall?"	33	33	1974-05-21				t			\N	2						1
251	2288	Election				"Shall the Home Rule Charter contained in the report, dated January 15 , 1998, of the Allegheny County Charter Drafting Committee, prepared in accordance with the Second Class County Charter Law, be adopted by the County of Allegheny?"	112	112	1998-05-19				t			\N	2						
252	2288	Election				"Shall the Home Rule Charter contained in the report, dated March 14, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Borough of Bradford Woods?"	33	33	1974-05-21				t			\N	2						2
253	2288	Election				"Shall the Home Rule Charter contained in the report, dated March 14, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Mount Lebanon?"	33	33	1974-05-21				t			\N	2						3
254	2288	Election				"Shall the Home Rule Charter contained in the report, dated March 14, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of West Deer?"	33	33	1974-05-21				t			\N	2						4
255	2288	Election				"Shall the Home Rule Charter contained in the report, dated March 15, 1974, of the Government Study Commission of Richland Township, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Richland?"	33	33	1974-05-21				t			\N	2						5
256	2288	Election				"Shall the Home Rule Charter contained in the report, dated March 7, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law be adopted by the Borough of Monroeville?"	33	33	1974-05-21				t			\N	2						6
257	2288	Election				"Shall the Home Rule Charter contained in the report, dated May 4, 1976, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Moon?"	38	38	1976-11-02				f			\N	2						1
258	2288	Election				"Shall the Home Rule Charter contained in the report, dated May 4, 1976, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of Pine?"	38	38	1976-11-02				f			\N	2						2
259	2288	Election				"Shall the Home Rule Charter contained in the Report, dated May 6, 1974 of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the City of Pittsburgh?"	34	34	1974-11-05				t			\N	2						3
260	2288	Election				"Shall the Home Rule Charter contained in the report, dated May 6, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Borough of Green Tree?"	34	34	1974-11-05				t			\N	2						4
261	2288	Election				"Shall the Home Rule Charter contained in the report, dated May 6, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law, be adopted by the Township of McCandless?"	34	34	1974-11-05				t			\N	2						5
