eventid	eventtype	eventmethod	eventlong	eventfrom	eventto	eventgranted	eventeffective	eventeffectivetypestatutory	eventeffectivetypepresumedsource	eventisrelevant	eventeffectiveorder	eventismapped	eventismappedtype	government
269	36	3	Wilkins Township 1821 Creation	1821	1821	yes	1821-11-10	\N	34		0	t		\N
270	36	3	Clearfield Township 1822 Creation	1822	1822	yes	1822-12-31	\N	34		0	f		\N
271	10	3	Elk Township 1822 Separation	1822	1822	yes	1822-02-26	\N	34		0	f		\N
272	7	1	Gettysburg Borough 1822 Charter Revival	1822	1822	yes	1822-01-29	\N	1		0	f		\N
273	36	3	Middlebury Township 1822 Creation	1822	1822	yes	1822-09-~01	\N	34		0	f		\N
274	36	3	Perry Township 1822 Creation	1822	1822	yes	1822-12-18	\N	34		0	f		\N
275	2	3	Tell Township-Dublin Township 1822 Annexation	1822	1822	yes	1822-11-~01	\N	34		0	f		\N
276	36	3	Walker Township 1822 Creation	1821	1822	yes	1822-04-~01	\N	37		0	f		\N
277	10	3	Beaver Township 1823 Separation	1823	1823	yes	1823-02-25	\N	34		0	f		\N
278	36	3	Clarion Township 1823 Creation	1823	1823	yes	1823-12-17	\N	34		0	f		\N
279	36	3	Franklin Township 1823 Creation	1823	1823	yes	1823-08-~01	\N	34		0	t		\N
280	30	1	Lewisburg Borough 1823 Creation	1822	1823	yes	1823-03-14	\N	4		0	t		\N
281	36	7	Liverpool Township 1823 Creation	1823	1823	yes	1823-~09-~05	\N	43		0	f		\N
282	30	1	Meadville Borough 1823 Creation	1823	1823	yes	1823-03-29	\N	1		0	t		\N
283	36	3	Liberty Township-Shippen Township 1823 Creation	1822	1823	yes	1823-02-~01	\N	34		0	f		\N
284	34	3	Hop Bottom Township 1823 Creation	1823	1823	yes	1823-02-~01	\N	37		0	f		\N
285	30	1	West Middletown Borough 1823 Creation	1823	1823	yes	1823-03-27	\N	1		0	t		\N
286	36	3	Albany Township 1824 Creation	1823	1824	yes	1824-02-10	\N	34		0	f		\N
287	36	7	Fairfield Township 1826 Creation	1826	1826	yes	1826-~01-~01	\N	25		0	f		\N
288	36	3	Jackson Township 1824 Creation	1824	1824	yes	1824-05-06	\N	34		0	f		\N
289	30	1	Montrose Borough 1824 Creation	1824	1824	yes	1824-04-13	\N	4		0	t		\N
290	36	3	Morris Township 1824 Creation	1824	1824	yes	1824-09-14	\N	34		0	f		\N
291	10	3	Pinegrove Township 1824 Separation	1823	1824	yes	1824-02-~01	\N	34		0	f		\N
292	36	3	Richmond Township 1824 Creation	1823	1824	yes	1824-02-~01	\N	34		0	f		\N
293	4	3	Schuylkill Township-Rush Township-West Penn Township 1824 Boundary Realignment	1823	1824	yes	1824-07-30	\N	34		0	t		\N
294	2	3	Allegheny Township-Cambria Township 1825 Annexation	1825	1825	yes	1825-01-06	\N	34		0	f		\N
295	36	3	Amity Township 1825 Creation	1823	1825	yes	1825-02-10	\N	34		0	f		\N
296	30	1	Blairsville Borough 1825 Creation	1825	1825	yes	1825-05-02	\N	4		0	t		\N
297	36	3	Brady Township 1825 Creation	1824	1825	yes	1825-07-~01	\N	34		0	f		\N
298	36	7	Clinton Township 1825 Creation	1825	1825	yes	1825-12-~01	\N	37		0	f		\N
299	30	1	Ebensburg Borough 1825 Creation	1825	1825	yes	1825-01-15	\N	1		0	t		\N
300	36	3	Herrick Township 1825 Creation	1825	1825	yes	1825-05-~01	\N	34		0	f		\N
301	34	3	Brooklyn Township 1825 Creation	1825	1825	yes	1825-05-~01	\N	34		0	f		\N
302	36	3	Monroe Township 1825 Creation	1825	1825	yes	1825-01-15	\N	34		0	f		\N
303	30	1	New Castle Borough 1825 Creation	1825	1825	yes	1825-05-03	\N	4		0	t		\N
304	54	1	Philadelphia City 1825 Wards	1825	1825	yes	1825-03-31	\N	1		0	t		\N
305	36	3	Silver Spring Township 1825 Creation	1824	1825	yes	1825-04-13	\N	34		0	f		\N
306	36	3	Susquehanna Township 1825 Creation	1824	1825	yes	1825-01-06	\N	34		0	f		\N
307	36	3	Tuscarora Township 1825 Creation	1825	1825	yes	1825-08-~01	\N	34		0	f		\N
308	9	1	Waynesburg Borough-Washington Township 1825 Merger	1824	1825	yes	1825-04-01	\N	4		0	t		\N
309	4	3	Allen Township-Monroe Township 1826 Boundary Realignment (1)	1825	1826	yes	1826-01-14	\N	34		0	f		\N
310	4	3	Allen Township-Monroe Township 1826 Boundary Realignment (2)	1826	1826	yes	1826-08-19	\N	34		0	f		\N
311	30	1	Birmingham Borough 1826 Creation	1826	1826	yes	1826-04-10	\N	1		0	t		\N
312	36	3	Chest Township 1826 Creation	1826	1826	yes	1826-~10-~16	\N	43		0	f		\N
313	4	3	East Pennsboro Township-Silver Spring Township 1826 Boundary Realignment	1825	1826	yes	1826-01-14	\N	34		0	f		\N
314	36	3	Gregg Township 1826 Creation	1826	1826	yes	1826-11-29	\N	34		0	f		\N
315	30	1	Jersey Shore Borough 1826 Creation	1826	1826	yes	1826-03-15	\N	1		0	t		\N
316	10	1	Orwigsburg Borough 1826 Separation	1826	1826	yes	1826-04-10	\N	1		0	f		\N
317	30	1	Pennsborough Borough 1826 Creation	1826	1826	yes	1826-03-15	\N	1		0	t		\N
318	36	7	Ridgway Township 1826 Creation	1826	1826	yes	1826-~01-~01	\N	25		0	f		\N
319	36	3	Schuylkill Township 1826 Creation	1826	1826	yes	1826-11-04	\N	34		0	t		\N
320	36	7	Wayne Township 1826 Creation	1826	1826	yes	1826-~01-~01	\N	144		0	f		\N
321	36	3	Wheatfield Township 1826 Creation	1826	1826	yes	1826-01-05	\N	37		0	f		\N
322	36	7	Young Township 1826 Creation	1826	1826	yes	1826-~01-~01	\N	144		0	f		\N
323	30	1	Alexandria Borough 1827 Creation	1827	1827	yes	1827-04-11	\N	1		0	f		\N
324	7	1	Berlin Borough 1827 Charter Revival	1827	1827	yes	1827-04-13	\N	3		0	f		\N
325	36	3	Brookfield Township 1827 Creation	1826	1827	yes	1827-02-13	\N	34		0	f		\N
326	4	3	East Whiteland Township-West Whiteland Township-Uwchlan Township to Charlestown Township 1827 Boundary Realignment	1827	1827	yes	1827-07-31	\N	34		0	t		\N
327	36	3	Economy Township 1827 Creation	1826	1827	yes	1827-04-~01	\N	37		0	t		\N
328	30	1	Jefferson Borough 1827 Creation	1827	1827	yes	1827-06-15	\N	4		0	t		\N
329	30	1	Mifflinburg Borough 1827 Creation	1827	1827	yes	1827-05-11	\N	4		0	t		\N
330	34	1	Muncy Borough 1827 Creation	1827	1827	yes	1827-03-16	\N	4		0	t		\N
331	36	7	Rose Township 1827 Creation	1827	1827	yes	1827-~01-~01	\N	144		0	f		\N
332	30	1	Selinsgrove Borough 1827 Creation	1827	1827	yes	1827-05-11	\N	4		0	f		\N
333	10	3	Tionesta Township 1827 Separation	1827	1827	yes	1827-04-~01	\N	34		0	f		\N
334	36	3	Walker Township 1827 Creation	1826	1827	yes	1827-04-~01	\N	34		0	f		\N
335	30	1	Washington Borough 1828 Creation	1827	1827	yes	1828-05-13	\N	4		0	t		\N
336	36	3	Wayne Township 1827 Creation	1827	1827	yes	1827-12-31	\N	34		0	t		\N
337	30	1	Allegheny Borough 1828 Creation	1828	1828	yes	1828-05-13	\N	4		0	t		\N
338	36	3	Chatham Township 1828 Creation	1827	1828	yes	1828-02-21	\N	34		0	f		\N
339	36	3	Decatur Township 1828 Creation	1828	1828	yes	1828-~01-~01	\N	37		0	f		\N
340	30	1	Dundaff Borough 1828 Creation	1828	1828	yes	1828-03-05	\N	1		0	t		\N
341	30	1	Elizabethtown Borough 1828 Creation	1827	1828	yes	1828-05-13	\N	4		0	t		\N
342	10	3	Farmington Township 1828 Separation	1828	1828	yes	1828-~06-~11	\N	43		0	f		\N
343	30	1	Franklin Borough 1828 Creation	1828	1828	yes	1828-05-13	\N	4		0	t		\N
344	36	3	Jackson Township 1828 Creation	1828	1828	yes	1828-~01-~03	\N	43		0	f		\N
345	36	3	Jefferson Township 1828 Creation	1827	1828	yes	1828-01-~01	\N	34		0	t		\N
346	2	1	Nippenose Township-Jersey Shore Borough 1828 Annexation	1828	1828	yes	1828-02-16	\N	1		0	t		\N
347	30	1	Mechanicsburg Borough 1828 Creation	1828	1828	yes	1828-05-16	\N	4		0	t		\N
348	30	1	Middletown Borough 1828 Creation	1828	1828	yes	1828-04-08	\N	4		0	t		\N
349	4	1	Mifflinburg Borough-West Buffalo Township 1828 Boundary Realignment	1828	1828	yes	1828-04-10	\N	1		0	t		\N
350	30	1	Mount Pleasant Borough 1828 Creation	1828	1828	yes	1828-05-05	\N	4		0	t		\N
351	10	3	Newville Borough Proposed 1827 Separation	1827	1828	no		\N	\N		0	f		\N
352	10	3	Newville Borough 1828 Separation	1827	1828	yes	1828-01-16	\N	34		0	f		\N
353	30	1	Northumberland Borough 1828 Creation	1828	1828	yes	1828-04-14	\N	1		0	t		\N
354	10	3	Paint Township 1828 Separation	1828	1828	yes		\N	\N		0	f		\N
355	30	1	Pottsville Borough 1828 Creation	1828	1828	yes	1828-02-19	\N	1		0	t		\N
356	36	3	Rutland Township 1828 Creation	1827	1828	yes	1828-02-21	\N	34		0	f		\N
357	9	1	Selinsgrove Borough-Penn Township 1828 Merger	1828	1828	yes	1828-01-11	\N	1		0	f		\N
358	30	1	Towanda Borough 1828 Creation	1828	1828	yes	1828-03-05	\N	1		0	f		\N
359	30	1	Williamsburg Borough 1828 Creation	1828	1828	yes	1828-03-21	\N	4		0	t		\N
360	30	1	Birmingham Borough 1829 Creation	1828	1829	yes	1829-04-14	\N	4		0	t		\N
361	30	1	Fallston Borough 1829 Creation	1829	1829	yes	1829-05-12	\N	4		0	t		\N
362	30	1	Henrysburg Borough 1829 Creation	1829	1829	yes	1829-11-30	\N	1		0	t		\N
363	30	1	Northern Liberties Borough 1829 Creation	1829	1829	yes	1829-05-12	\N	4		0	t		\N
364	10	1	Pottsville Borough 1829 Separation	1829	1829	yes	1829-05-01	\N	4		0	t		\N
365	34	3	Spring Township 1829 Creation	1829	1829	yes	1829-11-12	\N	37		0	f		\N
366	36	3	Tuscarora Township 1830 Creation	1829	1830	yes	1830-02-~01	\N	34		0	f		\N
367	10	3	Cranberry Township 1830 Separation	1830	1830	yes		\N	\N		0	f		\N
368	36	3	Farmington Township 1830 Creation	1830	1830	yes	1830-02-~01	\N	37		0	f		\N
369	36	3	Franklin Township 1830 Creation	1830	1830	yes	1830-~12-~01	\N	25		0	f		\N
370	34	1	Darlington Borough 1830 Creation	1830	1830	yes	1830-04-06	\N	1		0	t		\N
371	30	1	Madisonburg Borough 1830 Creation	1830	1830	yes	1830-04-03	\N	1		0	t		\N
372	30	1	Petersburg Borough 1830 Creation	1830	1830	yes	1830-05-11	\N	4		0	t		\N
373	36	3	Price Township 1830 Creation	1830	1830	yes	1830-11-~13	\N	34		0	t		\N
375	36	3	Union Township 1830 Creation	1829	1830	yes	1830-02-17	\N	34		0	f		\N
376	30	1	Wellsboro Borough 1830 Creation	1830	1830	yes	1830-03-16	\N	1		0	t		\N
377	36	7	Young Township 1830 Creation	1830	1830	yes	1830-~01-~01	\N	144		0	f		\N
378	30	1	Athens Borough 1831 Creation	1831	1831	yes	1831-04-04	\N	4		0	f		\N
379	30	1	Bloomfield Borough 1831 Creation	1831	1831	yes	1831-03-18	\N	4		0	t		\N
380	36	3	Carbondale Township 1831 Creation	1829	1831	yes	1831-04-04	\N	34		0	f		\N
381	36	3	Centre Township 1831 Creation	1830	1831	yes	1831-08-04	\N	34		0	f		\N
382	30	1	Conemaugh Borough 1831 Creation	1831	1831	yes	1831-01-12	\N	1		0	f		\N
383	36	3	Coolbaugh Township 1831 Creation	1831	1831	yes	1831-08-~01	\N	34		0	t		\N
384	30	1	Covington Borough 1831 Creation	1831	1831	yes	1831-03-21	\N	1		0	t		\N
385	4	1	Dauphin County-Lebanon County 1831 Boundary Ascertainment	1829	1832	yes	1831-11-11	\N	146		0	f		\N
386	10	1	Fallston Borough 1831 Separation	1831	1831	yes	1831-01-19	\N	1		0	t		\N
387	2	3	Farmington Township-Middlebury Township to Chatham Township 1831 Annexation	1831	1831	yes		\N	\N		0	f		\N
388	36	7	Granville Township 1831 Creation	1831	1831	yes	1831-02-~01	\N	144		0	f		\N
389	30	1	Honesdale Borough 1831 Creation	1831	1831	yes	1831-05-13	\N	4		0	t		\N
390	2	1	Jersey Shore Borough 1831 Detachment	1831	1831	yes	1831-04-02	\N	1		0	t		\N
391	33	1	Juniata County 1831 Creation	1831	1831	yes	1831-09-01	\N	4		0	t		\N
392	30	1	Landisburg Borough 1831 Creation	1831	1831	yes	1831-12-30	\N	4		0	t		\N
393	30	1	Lawrenceville Borough 1831 Creation	1831	1831	yes	1831-03-21	\N	1		0	f		\N
394	30	1	Mercersburg Borough 1831 Creation	1831	1831	yes	1831-02-26	\N	1		0	t		\N
395	30	1	Minersville Borough 1831 Creation	1831	1831	yes	1831-05-02	\N	4		0	t		\N
396	2	1	Muncy Creek Township-Muncy Borough 1831 Annexation	1831	1831	yes	1831-03-15	\N	1		0	t		\N
397	30	1	New Cumberland Borough 1831 Creation	1831	1831	yes	1831-05-13	\N	4		0	t		\N
398	2	1	Oxford Township-Frankford Borough 1831 Annexation	1831	1831	yes	1831-04-04	\N	1		0	t		\N
399	36	3	Watertown Township 1830 Creation	1829	1830	yes	1830-12-~01	\N	34		0	f		\N
400	30	1	Waynesboro Borough 1831 Creation	1831	1831	yes	1831-03-07	\N	4		0	t		\N
401	30	1	Youngstown Borough 1831 Creation	1831	1831	yes	1831-05-02	\N	4		0	t		\N
402	30	1	Claysville Borough 1832 Creation	1832	1832	yes	1832-05-11	\N	4		0	t		\N
403	36	7	Cummings Township 1832 Creation	1832	1832	yes	1832-~01-~01	\N	144		0	f		\N
404	36	3	Dimock Township 1832 Creation	1832	1832	yes	1832-12-~01	\N	34		0	f		\N
405	10	1	Franklin Borough 1832 Separation	1832	1832	yes	1832-01-21	\N	1		0	t		\N
406	30	1	Frankstown Borough 1832 Creation	1832	1832	yes	1832-05-18	\N	4		0	f		\N
407	36	3	Girard Township (Clearfield) 1832 Creation	1832	1832	yes	1832-~09-~01	\N	25		0	f		\N
408	36	3	Girard Township (Erie) 1832 Creation	1832	1832	yes	1832-05-09	\N	34		0	f		\N
409	4	3	Albany Township-Windsor Township to Greenwich Township 1832 Boundary Ascertainment	1832	1832	yes	1832-08-06	\N	34		0	f		\N
410	36	3	Jay Township 1832 Creation	1832	1832	yes	1832-~01-~01	\N	144		0	f		\N
411	36	3	Kiskiminetas Township 1832 Creation	1831	1832	yes	1832-06-19	\N	34		0	f		\N
412	30	1	Lewisberry Borough 1832 Creation	1832	1832	yes	1832-05-11	\N	4		0	t		\N
413	30	1	Liverpool Borough 1832 Creation	1832	1832	yes	1832-05-07	\N	4		0	t		\N
414	2	1	Loyalsock Township-Clinton Township 1832 Annexation	1832	1832	yes	1832-02-23	\N	1		0	f		\N
415	36	3	Lower Macungie Township-Upper Macungie Township 1832 Creation	1828	1832	yes	1832-05-03	\N	34		0	f		\N
416	36	3	Marion Township 1832 Creation	1832	1832	yes	1832-09-11	\N	34		0	t		\N
417	30	1	Martinsburg Borough 1832 Creation	1832	1832	yes	1832-05-08	\N	4		0	t		\N
418	7	1	McConnellsburg Borough 1832 Charter Revival	1832	1832	yes	1832-06-11	\N	1		0	f		\N
419	36	3	Roaring Creek Township 1832 Creation	1832	1832	yes	1832-08-06	\N	34		0	f		\N
420	36	3	East Vincent Township-West Vincent Township 1832 Creation	1831	1832	yes	1832-05-04	\N	34		0	t		\N
421	30	1	Warren Borough 1832 Creation	1832	1832	yes	1832-05-07	\N	4		0	t		\N
422	2	3	West Township-Henderson Township 1832 Annexation	1830	1832	yes	1832-08-~01	\N	34		0	f		\N
423	36	3	Canal Township-Cornplanter Township 1833 Creation	1832	1833	yes	1833-11-28	\N	34		0	f		\N
424	36	3	Barnett Township 1832 Creation	1831	1832	yes	1832-~02-~01	\N	43		0	f		\N
425	36	3	Buck Township 1833 Creation	1833	1833	yes	1833-~01-~01	\N	43		0	f		\N
426	30	1	Dillsburg Borough 1833 Creation	1833	1833	yes	1833-05-10	\N	4		0	t		\N
427	30	1	Freeport Borough 1833 Creation	1833	1833	yes	1833-05-03	\N	4		0	t		\N
428	36	3	Hickory Township 1832 Creation	1827	1832	yes	1832-03-28	\N	34		0	t		\N
429	36	3	Limerick Township Proposed 1833 Division	1833	1833	no		\N	\N		0	f		\N
430	30	1	Marcus Hook Borough 1833 Creation	1833	1833	yes	1833-05-06	\N	4		0	t		\N
431	30	1	Mifflintown Borough 1833 Creation	1833	1833	yes	1833-03-15	\N	4		0	t		\N
432	30	1	New Salem Borough 1833 Creation	1833	1833	yes	1833-05-07	\N	4		0	t		\N
433	30	1	Oxford Borough 1833 Creation	1833	1833	yes	1833-05-10	\N	4		0	t		\N
434	36	3	Peebles Township 1833 Creation	1833	1833	yes	1833-11-26	\N	34		0	t		\N
435	30	1	Pine Grove Borough 1833 Creation	1832	1833	yes	1833-04-15	\N	4		0	t		\N
436	36	3	Raccoon Township 1833 Creation	1832	1833	yes	1833-09-~01	\N	34		0	f		\N
437	36	3	Richland Township 1833 Creation	1833	1833	yes+	1833-04-02	\N	37		0	f		\N
438	36	3	Thompson Township 1833 Creation	1833	1833	yes	1833-05-~01	\N	37		0	f		\N
439	30	1	Wattsburg Borough 1833 Creation	1833	1833	yes	1833-05-18	\N	4		0	t		\N
440	30	1	Williamsport Borough 1833 Creation	1833	1833	yes	1833-05-17	\N	4		0	t		\N
441	30	1	Womelsdorf Borough 1834 Creation	1833	1834	yes	1834-03-21	\N	4		0	t		\N
442	30	1	Armagh Borough 1834 Creation	1834	1834	yes	1834-04-09	\N	1		0	t		\N
443	30	1	Brookville Borough 1834 Creation	1834	1834	yes	1834-04-09	\N	1		0	f		\N
444	36	3	Carroll Township (Perry) 1834 Creation	1834	1834	yes	1834-11-05	\N	37		0	f		\N
445	34	1	Johnstown Borough 1834 Creation	1834	1834	yes	1834-04-14	\N	1		0	f		\N
446	34	1	Washington Township 1834 Creation	1834	1834	yes	1834-04-14	\N	1		0	f		\N
447	30	1	Elizabeth Borough 1834 Creation	1834	1834	yes	1834-04-05	\N	1		0	t		\N
448	36	3	Fairmount Township 1834 Creation	1834	1834	yes	1834-04-~01	\N	34		0	t		\N
449	36	3	Fayette Township 1834 Creation	1833	1834	yes	1834-12-04	\N	34		0	t		\N
450	30	1	Greenfield Borough 1834 Creation	1834	1834	yes	1834-05-16	\N	4		0	t		\N
451	30	1	Lawrenceville Borough 1834 Creation	1834	1834	yes	1834-02-18	\N	1		0	t		\N
452	30	1	Ligonier Borough 1834 Creation	1834	1834	yes	1834-05-05	\N	4		0	t		\N
453	30	1	McVeytown Borough 1834 Creation	1833	1834	yes	1834-03-21	\N	1		0	t		\N
454	2	1	Erie Borough 1834 Annexation	1834	1834	yes	1834-04-15	\N	1		0	t		\N
455	36	7	Montgomery Township 1834 Creation	1834	1834	yes	1834-~01-~01	\N	144		0	f		\N
456	30	1	Mount Jackson Borough 1834 Creation	1834	1834	yes	1834-05-13	\N	4		0	t		\N
457	30	1	North East Borough 1834 Creation	1834	1834	yes	1834-04-18	\N	4		0	t		\N
458	36	3	Rush Township Proposed 1831 Division	1831	1834	unknown		\N	\N		0	f		\N
459	10	3	Sandycreek Township 1834 Separation	1834	1834	yes	1834-11-29	\N	34		0	f		\N
460	30	1	Shrewsbury Borough 1834 Creation	1834	1834	yes	1834-05-09	\N	1		0	t		\N
461	30	1	Tamaqua Borough 1834 Creation	1833	1834	yes	1834-03-21	\N	4		0	t		\N
462	36	3	Washington Township 1831 Creation	1830	1831	yes	1831-01-06	\N	147		0	f		\N
463	30	1	Waterford Borough 1834 Creation	1833	1834	yes	1834-03-14	\N	4		0	t		\N
464	36	3	Wolf Township 1834 Creation	1834	1834	yes	1834-05-07	\N	34		0	f		\N
465	30	1	Wrightsville Borough 1834 Creation	1834	1834	yes	1834-05-09	\N	4		0	t		\N
466	34	1	Limestone Township 1835 Creation	1835	1835	yes	1835-04-14	\N	1		0	f		\N
467	30	3	Berwick Borough 1835 Creation	1834	1835	yes	1835-05-07	\N	14		0	t		\N
468	30	3	Bridgewater Borough 1835 Creation	1834	1835	yes	1835-04-20	\N	14		0	t		\N
469	36	3	East Brunswick Township-West Brunswick Township 1835 Creation	1834	1835	yes	1835-01-02	\N	34		0	f		\N
470	36	7	Brush Valley Township 1835 Creation	1835	1835	yes	1835-~01-~01	\N	144		0	f		\N
471	9	3	Covington Borough-Covington Township 1835 Merger	1834	1835	yes	1835-05-30	\N	34		0	t		\N
472	36	3	Franklin Township 1835 Creation	1835	1835	yes	1835-12-~01	\N	37		0	f		\N
473	36	3	Harris Township 1835 Creation	1834	1835	yes	1835-04-27	\N	34		0	f		\N
474	36	3	Jordan Township 1835 Creation	1834	1835	yes	1835-02-05	\N	37		0	f		\N
475	36	3	Union Township 1835 Creation	1834	1835	yes	1835-09-~01	\N	34		0	f		\N
476	36	7	Lewis Township 1835 Creation	1835	1835	yes	1835-~01-~01	\N	144		0	f		\N
477	10	1	Liverpool Borough 1835 Separation	1835	1835	yes	1835-03-27	\N	1		0	t		\N
478	30	1	New Alexandria Borough 1835 Creation	1834	1835	yes	1835-04-14	\N	4		0	t		\N
479	36	3	Oliver Township 1835 Creation	1834	1835	yes	1835-04-~01	\N	34		0	f		\N
480	36	3	Bell Township-Burnside Township-Penn Township 1835 Creation	1834	1835	yes	1835-05-04	\N	37		0	f		\N
481	36	3	Reserve Township 1835 Creation	1834	1835	yes	1835-10-~01	\N	34		0	t		\N
482	36	3	Sewickley Township 1835 Creation	1835	1835	yes	1835-~01-~01	\N	144		0	f		\N
483	36	3	Snyder Township 1835 Creation	1834	1835	yes	1835-02-12	\N	34		0	f		\N
484	36	3	South Creek Township 1835 Creation	1834	1835	yes	1835-05-13	\N	34		0	f		\N
485	5	3	Wellsboro Borough 1835 Charter Amendment	1834	1835	yes	1835-05-30	\N	34		0	f		\N
486	36	3	Cromwell Township 1836 Creation	1834	1836	yes	1836-01-~01	\N	34		0	f		\N
487	36	3	East Deer Township-West Deer Township 1836 Creation	1836	1836	yes	1836-10-~01	\N	34		0	t		\N
488	36	3	Delaware Township 1836 Creation	1835	1836	yes	1836-02-03	\N	34		0	t		\N
489	36	3	Eldred Township 1835 Creation	1835	1835	yes	1835-12-16	\N	34		0	f		\N
490	36	3	Forest Lake Township 1836 Creation	1835	1836	yes	1836-05-04	\N	34		0	f		\N
491	30	3	Hollidaysburg Borough 1836 Creation	1836	1836	yes	1836-08-10	\N	14		0	t		\N
492	36	3	Jackson Township 1836 Creation	1835	1836	yes	1836-01-06	\N	34		0	f		\N
493	34	3	Liberty Township 1836 Creation	1836	1836	yes	1836-09-10	\N	34		0	f		\N
494	36	3	Madison Township 1836 Creation	1836	1836	yes	1836-08-01	\N	34		0	f		\N
495	33	1	Monroe County 1836 Creation	1836	1836	yes	1836-04-01	\N	1		0	t		\N
496	36	3	Monroe Township 1836 Creation	1836	1836	yes	1836-~09-~23	\N	25		0	f		\N
497	36	3	Morris Township 1836 Creation	1835	1836	yes	1836-02-03	\N	37		0	f		\N
498	36	3	Pine Township 1836 Creation	1835	1836	yes	1836-06-20	\N	34		0	f		\N
499	54	1	Southwark District 1836 Wards	1836	1836	yes	1836-03-31	\N	1		0	t		\N
500	4	3	Hopewell Township-Walker Township 1836 Boundary Ascertainment	1836	1836	yes	1836-08-~01	\N	34		0	f		\N
501	7	3	Waynesburg Borough 1836 Charter Revival	1836	1836	yes	1836-09-21	\N	17		0	t		\N
502	4	3	Carroll Township-Centre Township 1837 Boundary Ascertainment	1836	1837	yes	1837-01-06	\N	34		0	f		\N
503	36	3	Coal Township 1837 Creation	1837	1837	yes	1837-11-~01	\N	34		0	f		\N
504	30	1	Hamburg Borough 1837 Creation	1837	1837	yes	1837-05-20	\N	4		0	t		\N
505	36	3	Licking Creek Township 1837 Creation	1837	1837	yes	1837-09-01	\N	34		0	f		\N
506	36	3	Madison Township 1837 Creation	1837	1837	yes	1837-09-22	\N	34		0	f		\N
507	2	3	Manheim Township-West Brunswick Township 1838 Annexation	1837	1838	yes	1838-03-~01	\N	34		0	t		\N
508	36	3	Menno Township-Brown Township 1837 Creation	1836	1837	yes	1837-01-~01	\N	37		0	f		\N
509	36	3	Montour Township 1838 Creation	1837	1838	yes	1838-~01-~01	\N	43		0	f		\N
510	2	1	Muncy Creek Township-Muncy Borough 1837 Annexation	1837	1837	yes	1837-04-01	\N	1		0	t		\N
511	30	1	New Hope Borough 1837 Creation	1837	1837	yes	1837-04-07	\N	4		0	t		\N
512	9	1	Northern Liberties Borough-Pittsburgh City 1837 Merger	1837	1837	yes	1837-03-01	\N	1		0	t		\N
513	36	3	Oliver Township 1837 Creation	1837	1837	yes	1837-11-10	\N	34		0	f		\N
514	30	1	Shirleysburg Borough 1837 Creation	1837	1837	yes	1837-04-07	\N	4		0	f		\N
515	36	3	Slippery Rock Township 1837 Creation	1836	1837	yes	1837-12-07	\N	34		0	t		\N
516	36	3	Washington Township 1837 Creation	1836	1837	yes	1837-02-17	\N	34		0	f		\N
517	34	1	Monongahela City Borough 1837 Creation	1837	1837	yes	1837-04-01	\N	1		0	t		\N
518	36	3	Jenks Township-Tionesta Township 1837 Creation	1837	1838	yes	1837-~09-~15	\N	43		0	f		\N
519	36	3	Boggs Township 1838 Creation	1837	1838	yes	1838-~01-~01	\N	25		0	f		\N
520	36	3	Branch Township 1838 Creation	1838	1838	yes	1838-08-04	\N	34		0	t		\N
521	2	3	Middletown Township-Chester Township 1838 Annexation	1838	1838	yes	1838-06-01	\N	34		0	t		\N
522	30	1	Doylestown Borough 1838 Creation	1838	1838	yes	1838-05-18	\N	142		0	t		\N
523	36	3	Freedom Township 1838 Creation	1837	1838	yes	1838-01-~01	\N	34		0	t		\N
524	30	1	Freedom Borough 1838 Creation	1838	1838	yes	1838-05-18	\N	4		0	t		\N
525	36	3	Gaines Township 1838 Creation	1837	1838	yes	1838-~01-~01	\N	43		0	f		\N
526	36	3	Granville Township 1838 Creation	1838	1838	yes	1838-~04-~01	\N	25		0	f		\N
