filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
614	58			1957-07-27					2655
615	58			1957-07-27					2655
616	1	of Chief Registrar for the Registration Commission		1957-07-31					2655
617	23			1957-07-31		1957-11-05	Election		2655
618	93	of petition upon Herbert C. Rehrig, chief clerk, by J.F. Lillis		1957-08-02		1957-08-01	Service		2655
619	64	of the Board of Elections for approval of form of public notice and question		1957-08-30					2655
620	49	form of public notice and question approved		1957-09-03					2655
621	30					1957-03-05	Election		2655
622	35			1957-12-30					2655
623	58			1894-11-15					6364
624	43			1895-04-13					6364
625	27			1895-04-13					6364
626	8			1894-11-~01					6364
627	58			1893-08-18					6362
628	8			1893-08-22					6362
629	27			1893-12-04					6362
630	58			1900-04-19	1900-04-19				6366
631	27			1900-09-04					6366
632	27			1946-12-20					6414
633	22	supplementary listing description and boundaries of borough		1947-01-10					6414
634	58			1891-04-18					6357
635	27			1891-08-22					6357
636	28			1891-02-19					6357
637	58				1886-01-21				6354
638	32				1886-01-21				6354
639	8			1886-01-22					6354
640	58				1931-12-12				6400
641	27			1932-01-19					6400
642	58			1904-04-18	1904-04-18				6369
643	52	and notice to be given in Lancaster New Era 30 days before third Monday of August, at which time exceptions may be filed		1904-04-18		1904-08-15	Returnable		6369
644	32								6369
645	44			1905-01-14					6369
646	27			1905-03-18					6369
647	111								94
648	44			1906-03-12					94
649	77	Eastern District		1906-03-21					6369
650	23			1906-04-16		1906-05-12	Election		6369
651	58			1895-01-19					6365
652	27			1895-04-20					6365
653	58			1892-06-30					6359
654	8			1892-08-19					6359
655	27			1892-12-01					6359
656	58	of A.M. Herr, Chief Burgess of the Borough of Strasburg, with transcript of resolution(s)		1888-08-23					6356
657	73	by A.M. Herr, Chief Burgess of the Borough of Strasburg, that notice was published in the Strasburg Free Press		1888-08-22					6356
658	8			1888-08-24					6356
659	58			1907-07-27					6372
660	52	and notice to be given in Lancaster New Era and Lancaster Law Review		1907-09-09		1907-11-18	Returnable		6372
661	27			1907-11-18					6372
662	58			1901-01-09	1901-01-10				8721
663	73	of The Evening Star		1901-02-13					8721
664	73	of the Northampton County Reporter		1901-02-12					8721
665	27			1901-02-20	1901-02-20	1901-03-19	First Election		8721
666	58			1886-06-07					6917
667	73	of the Daily Chronicle		1886-06-07					6917
668	27			1886-09-16		1886-11-01	First Election		6917
669	6	correcting inspectors of election for first election to the pre-existing inspectors of election of the West Bethlehem Independent Election District		1886-10-04					6917
670	58	of inhabitants of the Borough of Oxford to surrender special charter of Borough and accept provisions of the Act of April 3, 1851 (P.L. 320, No. 218)			1854-06-13				4172
671	22	granting petition of inhabitants		1854-11-21					4172
672	64	of The Burgess and Town Council of the Borough of Oxford to surrender special charter of Borough and accept provisions of the Act of April 3, 1851 (P.L. 320, No. 218)		1855-01-25					4172
673	34	granting petition of The Burgess and Town Council of the Borough of Oxford		1855-02-01					4172
682	58				1858-03-16				4187
683	55			1858-03-16					4187
684	82			1858-04-29					4187
685	28								4187
686	23			1858-06-16					4187
687	30			1858-08-04					4187
688	22			1858-08-~01				proposed?	4187
689	34			1858-09-14					4187
690	58				1859-05-03				4188
691	55			1859-05-04					4188
692	82			1859-06-27					4188
693	28								4188
694	26	confirming report		1859-08-11					4188
695	32				1859-08-17				4188
696	22	setting aside report		1860-05-26					4188
697	58								4189
698	55			1859-08-18					4189
699	72			1859-10-29					4189
700	82			1859-10-17					4189
701	28								4189
702	34			1860-02-06					4189
703	58			1866-04-28					4194
704	55			1866-05-07					4194
705	28								4194
706	28								4194
707	82			1866-06-09					4194
708	34			1866-11-01					4194
709	58			1872-07-06	1873-01-06				500
710	73	of the "Jeffersonian"		1872-08-12					500
711	8								500
712	58								6918
713	73								6918
714	27			1893-11-27		1893-12-12	First Election		6918
715	58				1875-09-06				6915
716	8			1875-09-07					6915
717	49	findings to be filed		1875-09-07					6915
718	35			1875-11-08					6915
719	57				1955-02-15				6526
720	9				1955-11-16				6526
721	57				1955-03-14				6527
722	57				1952-12-02				6488
723	32				1952-12-17				6488
724	97	dismissing exceptions			1955-05-13				6488
725	75				1955-09-22				6488
726	57				1952-12-02				6489
727	32				1952-12-17				6489
728	97	dismissing exceptions			1955-05-13				6489
729	75				1955-09-22				6489
730	57				1952-12-02				6481
731	32				1952-12-17				6481
732	97	dismissing exceptions			1955-05-13				6481
733	75				1955-09-22				6481
734	57				1952-12-02				6482
735	32				1952-12-17				6482
736	97	dismissing exceptions			1955-05-13				6482
737	75				1955-09-22				6482
738	57				1952-12-02				6480
739	32				1952-12-17				6480
740	97	dismissing exceptions			1955-05-13				6480
741	75				1955-09-22				6480
742	57				1952-12-02				6479
743	32				1952-12-17				6479
744	97	dismissing exceptions			1955-05-13				6479
745	75				1955-09-22				6479
746	57				1955-07-27				6532
747	9				1956-01-14				6532
748	57				1955-08-03				6533
749	57				1955-08-03				6534
750	57				1955-09-16				6535
751	9				1956-01-14				6535
752	57				1952-12-02				6484
753	32				1952-12-17				6484
754	97	filed by exceptant(s)			1955-05-03				6484
755	37			1955-06-20					6484
756	43	dismissing exceptions			1955-07-29				6484
757	75				1955-11-16				6484
758	57				1952-12-02				6485
759	32				1952-12-17				6485
760	97	filed by exceptant(s)			1955-05-03				6485
761	37			1955-06-20					6485
762	43	dismissing exceptions			1955-07-29				6485
763	9				1955-11-16				6485
764	57				1952-12-02				6486
765	32				1952-12-17				6486
766	97	filed by exceptant(s)			1955-05-03				6486
767	37			1955-06-20					6486
768	43	dismissing exceptions			1955-07-29				6486
769	9				1955-11-16				6486
770	57				1952-12-02				6490
771	32				1952-12-17				6490
772	97	filed by exceptant(s)			1955-05-03				6490
773	37			1955-06-20					6490
774	43	dismissing exceptions			1955-07-29				6490
775	9				1955-11-16				6490
776	57				1952-12-02				6491
777	32				1952-12-17				6491
778	97	filed by exceptant(s)			1955-05-03				6491
779	37			1955-06-20					6491
780	43	dismissing exceptions			1955-07-29				6491
781	75				1955-11-16				6491
782	57				1952-12-02				6492
783	32				1952-12-17				6492
784	97	filed by exceptant(s)			1955-05-03				6492
785	37			1955-06-20					6492
786	43	dismissing exceptions			1955-07-29				6492
787	75				1955-11-16				6492
788	57				1952-12-17				6496
789	32				1953-01-09				6496
790	97	filed by exceptant(s)			1955-05-03				6496
791	37			1955-06-20					6496
792	43	dismissing exceptions			1955-07-29				6496
793	75				1956-05-18				6496
794	57				1952-12-17				6497
795	32				1953-01-09				6497
796	97	filed by exceptant(s)			1955-05-03				6497
797	37			1955-06-20					6497
798	43	dismissing exceptions			1955-07-29				6497
799	75				1956-05-18				6497
800	57				1953-01-03				6499
801	32				1953-01-09				6499
802	97	filed by exceptant(s)			1955-05-03				6499
803	37			1955-06-20					6499
804	43	dismissing exceptions			1955-07-29				6499
805	75				1955-11-16				6499
806	9	Five Year Appeal			1968-07-24				6499
807	57				1953-01-03				6501
808	32				1953-01-09				6501
809	97	filed by exceptant(s)			1955-05-03				6501
810	37			1955-06-20					6501
811	43	dismissing exceptions			1955-07-29				6501
812	75				1955-11-16				6501
813	57				1955-10-27				6536
814	9				1956-05-18				6536
815	57				1955-11-04				6537
816	57				1932-08-06				6401
817	17								6401
818	21	from Department of Public Instruction confirming receipt of copy			1947-06-26				6401
819	57				1938-01-11				6402
820	57				1938-05-23				6403
821	57				1940-08-30				6404
822	57				1941-11-07				6405
823	57				1941-11-26				6406
824	57				1946-02-09				6407
825	57				1946-06-26				6408
826	17								6408
827	21	from Department of Public Instruction confirming receipt of copy			1946-09-09				6408
828	57				1946-08-08				6409
829	57				1946-08-08				6410
830	17								6410
831	21	from Department of Public Instruction confirming receipt of copy			1947-06-26				6410
832	57				1946-08-08				6411
833	57				1946-08-08				6412
834	57								6413
835	17								6413
836	21	from Department of Public Instruction confirming receipt of copy			1947-06-26				6413
837	57				1947-07-02	1947-08-02	Recorded		6415
838	57				1947-07-02	1947-08-02	Recorded		6416
839	57				1947-07-24	1947-08-24	Recorded		6420
840	57				1947-07-02	1947-08-02	Recorded		6417
841	57				1947-07-24	1947-08-24	Recorded		6421
842	57				1947-07-24	1947-08-24	Recorded		6422
843	57				1947-07-24	1947-08-24	Recorded		6423
844	57				1947-07-14	1947-08-14	Recorded		6418
845	17				1947-10-16				6418
846	57				1947-07-14	1947-08-14	Recorded		6419
847	17				1947-10-16				6419
848	57				1948-03-08	1948-04-08	Recorded		6430
849	57				1948-03-15	1948-04-15	Recorded		6424
850	17				1948-~01-~01				6424
851	57				1948-04-21	1948-05-21	Recorded		6425
852	57				1948-05-17	1948-06-17	Recorded		6426
853	57				1948-06-01	1948-07-01	Recorded		6427
854	17				1948-08-02				6427
855	57				1948-07-27				6429
856	57				1948-07-27				6428
857	57				1948-10-22				6431
858	57				1948-11-08				6432
859	57				1948-12-02				6433
860	57				1948-12-29				6434
861	21	from Department of Public Instruction?			1949-06-22				6434
862	57				1949-01-13				6435
863	57				1949-02-08				6436
864	57				1949-07-12				6437
865	21	from Department of Public Instruction			1949-09-13				6437
866	57				1949-07-15	1949-08-15	Recorded		6438
867	21	from Department of Public Instruction			1949-09-22				6438
868	57				1949-08-24	1949-09-24	Recorded		6439
869	9				1949-11-16				6439
870	57				1949-08-24	1949-09-24	Recorded		6440
871	9				1949-11-16				6440
872	57				1949-09-06	1949-10-06	Recorded		6441
873	57				1949-10-29	1949-11-29	Recorded		6442
874	57				1949-08-23	1950-01-09	Recorded		6443
875	9				1950-03-10				6443
876	57				1949-08-23	1950-01-09	Recorded		6444
877	57				1950-01-21	1950-02-21	Recorded		6445
878	40								6445
879	21	from the State Council of Education			1950-06-28				6445
880	57				1950-04-24				6446
881	40				1950-05-24				6446
882	9				1950-06-23				6446
883	57				1950-05-03				6447
884	40				1950-06-03				6447
885	9				1950-06-23				6447
886	57				1951-05-29				6449
887	40				1951-06-30				6449
888	9				1951-10-04				6449
889	57				1951-08-10				6450
890	9				1951-11-30				6450
891	57				1951-08-22				6451
892	9				1951-11-30				6451
893	57				1951-09-06				6452
894	9				1951-11-30				6452
895	57				1951-10-20				6453
896	9				1952-03-19				6453
897	57				1951-10-26				6454
898	57				1951-12-14				6456
899	21	from the State Council of Education			1952-05-28				6456
900	57				1951-12-14				6457
901	21	from the State Council of Education			1952-05-28				6457
902	57				1951-11-20				6455
903	32				1951-11-28				6455
904	20				1951-12-07				6455
905	10	in sum of $500			1951-12-07				6455
906	7	by Borough			1951-12-17				6455
907	51				1952-01-11	1952-02-20	Hearing		6455
908	34	complaint against ordinance dismissed, ordinance valid and effective as of date of order		1952-05-19	1952-05-19	1952-05-19	Effective		6455
909	57				1952-05-21				6459
910	21				1952-06-19				6459
911	40				1952-06-21				6459
912	75				1953-03-17				6459
913	57				1952-05-21				6458
914	21				1952-06-19				6458
915	40				1952-06-21				6458
916	75				1953-03-17				6458
917	57				1952-06-10				6460
918	40				1952-07-10				6460
919	75				1953-03-17				6460
920	57				1952-06-10				6461
921	32				1952-07-08				6461
922	43	exceptions sustained due to misdescription of annexed land			1952-11-07				6461
923	58	to place question on ballot			1952-07-25				6464
924	22				1952-07-25				6464
925	93	of decree			1952-07-28				6464
926	57				1952-07-28				6465
927	57				1952-10-28				6474
928	40				1952-11-28				6474
929	57				1952-11-03				6475
930	40				1952-12-03				6475
931	9				1953-05-14				6475
932	57				1952-12-22				6498
933	40				1953-01-22				6498
934	9				1954-03-13				6498
935	57				1952-09-18				6470
936	40				1952-10-18				6470
937	9				1953-05-12				6470
938	57				1952-12-02				6487
939	40			1953-01-02					6487
940	9				1954-03-13				6487
941	57				1953-03-05				6503
942	40				1953-04-05				6503
943	9				1954-01-15				6503
944	57				1953-03-17				6504
945	57				1953-10-06				6508
946	9				1954-03-13				6508
947	57				1953-10-06				6509
948	9				1954-03-13				6509
949	57				1953-10-16				6511
950	40				1953-11-16				6511
951	34	nunc pro tunc			1954-08-27				6511
952	9				1955-04-22				6511
953	57				1953-11-04				6512
954	9				1954-01-16				6512
955	57				1953-12-24				6513
956	9				1955-09-22				6513
957	57				1952-09-18				6469
958	32				1952-10-17				6469
959	37			1952-12-17					6469
960	99				1953-02-06				6469
961	97	and decree dismissing exception			1953-11-06				6469
962	75				1956-05-18				6469
963	57				1952-09-18				6471
964	32				1952-10-17				6471
965	37			1952-12-17					6471
966	99				1953-02-06				6471
967	97	and decree dismissing exception			1953-11-06				6471
968	75				1956-05-18				6471
969	57				1952-10-01				6472
970	32				1952-10-20				6472
971	37			1952-12-17					6472
972	99				1953-02-06				6472
973	97	and decree dismissing exception			1953-11-06				6472
974	75				1956-05-18				6472
975	57				1954-02-25				6514
976	57				1954-04-12				6515
977	57				1954-04-19				6516
978	57				1954-04-30				6517
979	57				1954-06-21				6518
980	9				1954-10-06				6518
981	57				1954-06-25				6519
982	9				1955-01-18				6519
983	57				1954-09-01				6521
984	9				1955-09-22				6521
985	57				1954-09-01				6522
986	9				1955-09-22				6522
987	57				1954-08-13				6520
988	57				1954-11-05				6524
989	9				1955-03-14				6524
990	57				1954-10-19				6523
991	9				1955-05-20				6523
992	57				1955-01-19				6525
993	9				1955-09-22				6525
994	83	annexing from Rapho Township			1910-04-26				6377
